source_url,row_count,traceability_status,attempted_url,final_url,http_status,content_type,status,local_path,sha256,size_bytes,retrieved_at,notes
https://www.agilent.com/cs/library/sitepreparationchecklists/7800_7900_ICP-MS_Site_Preparation_Checklist_Rev.B.pdf,1,network_error,https://www.agilent.com/cs/library/sitepreparationchecklists/7800_7900_ICP-MS_Site_Preparation_Checklist_Rev.B.pdf,https://www.agilent.com/cs/library/sitepreparationchecklists/7800_7900_ICP-MS_Site_Preparation_Checklist_Rev.B.pdf,,application/pdf,downloaded,artifacts\pdf_source_backups_20260725\files\007_www.agilent.com_595a0c88ab_7800_7900_ICP-MS_Site_Preparation_Checklist_Rev.B.pdf,af0eef82c325e6e7de44a4b1f1a45dd568be41b526357a25d87ae9e87f5b36d8,1341639,2026-07-25T14:52:58.289482+00:00,validated_pdf_magic_from_local_backup_index
https://www.agilent.com/cs/library/sitepreparationchecklists/Agilent%208890%20GC%20Site%20Preparation%20Checklist.pdf,1,network_error,https://www.agilent.com/cs/library/sitepreparationchecklists/Agilent%208890%20GC%20Site%20Preparation%20Checklist.pdf,https://www.agilent.com/cs/library/sitepreparationchecklists/Agilent%208890%20GC%20Site%20Preparation%20Checklist.pdf,,application/pdf,downloaded,artifacts\pdf_source_backups_20260725\files\008_www.agilent.com_63de034a65_Agilent_8890_GC_Site_Preparation_Checklist.pdf,533a694d9807cb93bfd2e27e79ca418c49a3174f0a7a70f0a377d141906131e6,1770056,2026-07-25T14:52:58.289482+00:00,validated_pdf_magic_from_local_backup_index
https://www.agilent.com/cs/library/usermanuals/public/5971-6636_Atomic_Safety_Info_EN.pdf,1,network_error,https://www.agilent.com/cs/library/usermanuals/public/5971-6636_Atomic_Safety_Info_EN.pdf,https://www.agilent.com/cs/library/usermanuals/public/5971-6636_Atomic_Safety_Info_EN.pdf,,application/pdf,downloaded,artifacts\pdf_source_backups_20260725\files\009_www.agilent.com_b61a8b42ed_5971-6636_Atomic_Safety_Info_EN.pdf,169dfa7b2f72555a1df72b4a9f4e9a356bfffb571e789127a9b23b3bd6bfe94e,192474,2026-07-25T14:52:58.289482+00:00,validated_pdf_magic_from_local_backup_index
https://www.agilent.com/cs/library/usermanuals/public/7890A%20GC%20User%20Manual%20Collection.pdf,2,network_error,https://www.agilent.com/cs/library/usermanuals/public/7890A%20GC%20User%20Manual%20Collection.pdf,https://www.agilent.com/cs/library/usermanuals/public/7890A%20GC%20User%20Manual%20Collection.pdf,,application/pdf,downloaded,artifacts\pdf_source_backups_20260725\files\003_www.agilent.com_f579a36ba4_7890A_GC_User_Manual_Collection.pdf,a421c378f0a469cd530560f002a928ba90639d94cec4115999f7560cd58d018d,203396,2026-07-25T14:52:58.289482+00:00,validated_pdf_magic_from_local_backup_index
https://www.agilent.com/cs/library/usermanuals/public/7890B_Safety.pdf,3,network_error,https://www.agilent.com/cs/library/usermanuals/public/7890B_Safety.pdf,https://www.agilent.com/cs/library/usermanuals/public/7890B_Safety.pdf,,application/pdf,downloaded,artifacts\pdf_source_backups_20260725\files\001_www.agilent.com_cf10926332_7890B_Safety.pdf,59a6fce777a5605bc1e926e6a37b983b0707d8cd6bf2a757b537db651aea87a9,512345,2026-07-25T14:52:58.289482+00:00,validated_pdf_magic_from_local_backup_index
https://www.agilent.com/cs/library/usermanuals/public/9000_Operation.pdf,1,network_error,https://www.agilent.com/cs/library/usermanuals/public/9000_Operation.pdf,https://www.agilent.com/cs/library/usermanuals/public/9000_Operation.pdf,,application/pdf,downloaded,artifacts\pdf_source_backups_20260725\files\010_www.agilent.com_72f2f1302b_9000_Operation.pdf,c2d31313fa3069ade6da74015ca779921b2f01ace5037475204dc93b51cb1f7b,10232147,2026-07-25T14:52:58.289482+00:00,validated_pdf_magic_from_local_backup_index
https://www.agilent.com/cs/library/usermanuals/public/G1364E-User.pdf,1,network_error,https://www.agilent.com/cs/library/usermanuals/public/G1364E-User.pdf,https://www.agilent.com/cs/library/usermanuals/public/G1364E-User.pdf,,application/pdf,downloaded,artifacts\pdf_source_backups_20260725\files\011_www.agilent.com_1558986509_G1364E-User.pdf,92367b11790d0a639bdf06fb5c68b7e19a83e45bdc07b9dbf9c6e4f050484f3d,3261749,2026-07-25T14:52:58.289482+00:00,validated_pdf_magic_from_local_backup_index
https://www.agilent.com/cs/library/usermanuals/public/G3430-90052%207890B_Maintaining%20Guide.pdf,1,network_error,https://www.agilent.com/cs/library/usermanuals/public/G3430-90052%207890B_Maintaining%20Guide.pdf,https://www.agilent.com/cs/library/usermanuals/public/G3430-90052%207890B_Maintaining%20Guide.pdf,,application/pdf,downloaded,artifacts\pdf_source_backups_20260725\files\012_www.agilent.com_3fabcce5d1_G3430-90052_7890B_Maintaining_Guide.pdf,c7e78feb231276b03f03b14ec0a29c10b166523b8d363b7670d9fee37744e870,13802129,2026-07-25T14:52:58.289482+00:00,validated_pdf_magic_from_local_backup_index
https://www.agilent.com/cs/library/usermanuals/public/user-guide-coverting-ei-gcms-instruments-5994-2312en-agilent.pdf,1,network_error,https://www.agilent.com/cs/library/usermanuals/public/user-guide-coverting-ei-gcms-instruments-5994-2312en-agilent.pdf,https://www.agilent.com/cs/library/usermanuals/public/user-guide-coverting-ei-gcms-instruments-5994-2312en-agilent.pdf,,application/pdf,downloaded,artifacts\pdf_source_backups_20260725\files\013_www.agilent.com_6cd4ed6324_user-guide-coverting-ei-gcms-instruments-5994-2312en-agilent.pdf,7a17c814ed32938d5e1253eb61fceb6e5c555ed7d804e6ddb77a2ff537122a23,1415055,2026-07-25T14:52:58.289482+00:00,validated_pdf_magic_from_local_backup_index
https://www.agilent.com/cs/library/usermanuals/public/user-manual-gcms-hydrogen-safety-q7003-90053-en-agilent.pdf,2,network_error,https://www.agilent.com/cs/library/usermanuals/public/user-manual-hydrogen-safety-g7006-90053-agilent.pdf,https://www.agilent.com/cs/library/usermanuals/public/user-manual-hydrogen-safety-g7006-90053-agilent.pdf,,application/pdf,downloaded,artifacts\pdf_source_backups_20260725\files\repl_003_www.agilent.com_6d748cab68_user-manual-gcms-hydrogen-safety-q7003-90053-en-agilent.pdf,7447e4e53be39604c8d7b6decc96f0e09ffc804268e806ca914cd4f979447ee5,1050563,2026-07-25T14:52:58.289482+00:00,Agilent search result exposes the current GC/MS Hydrogen Safety manual filename; old q7003 path produced no output in local download attempts.
https://www.agilent.com/cs/library/usermanuals/public/usermanual-gc-operation-8890-g3540-90014-en-agilent.pdf,1,network_error,https://www.agilent.com/cs/library/usermanuals/public/usermanual-gc-operation-8890-g3540-90014-en-agilent.pdf,https://www.agilent.com/cs/library/usermanuals/public/usermanual-gc-operation-8890-g3540-90014-en-agilent.pdf,,application/pdf,downloaded,artifacts\pdf_source_backups_20260725\files\014_www.agilent.com_f1ec1c8e28_usermanual-gc-operation-8890-g3540-90014-en-agilent.pdf,0a6931e2c85cc8e1407f6717f890b3a63ae7b214f1166fe16b9db1f5c2ba0359,8652212,2026-07-25T14:52:58.289482+00:00,validated_pdf_magic_from_local_backup_index
https://www.agilent.com/library/usermanuals/Public/G9214-90000_RapidFire360_User_RevD.pdf,1,network_error,https://www.agilent.com/library/usermanuals/Public/G9214-90000_RapidFire360_User_RevD.pdf,https://www.agilent.com/library/usermanuals/Public/G9214-90000_RapidFire360_User_RevD.pdf,,application/pdf,downloaded,artifacts\pdf_source_backups_20260725\files\015_www.agilent.com_9ab71fafa6_G9214-90000_RapidFire360_User_RevD.pdf,bb2eed6d203a3dad33c13c883c1397e666e1461ebf6a2ad362817dc490c3a9bc,7707844,2026-07-25T14:52:58.289482+00:00,validated_pdf_magic_from_local_backup_index
https://www.bc.edu/content/dam/bc1/schools/mcas/Chemistry/pdf/research/nmr/NMR_Safety_Plan.pdf,3,open,https://www.bc.edu/content/dam/bc1/schools/mcas/Chemistry/pdf/research/nmr/NMR_Safety_Plan.pdf,https://www.bc.edu/content/dam/bc1/schools/mcas/Chemistry/pdf/research/nmr/NMR_Safety_Plan.pdf,,application/pdf,downloaded,artifacts\pdf_source_backups_20260725\files\018_www.bc.edu_2e36f7aeb9_NMR_Safety_Plan.pdf,94dc07b55ea7fb2cd1957585d9d2ce8af9e096e7ed44ec016999aa0fb95ef2da,98320,2026-07-25T14:52:58.289482+00:00,validated_pdf_magic_from_local_backup_index
https://www.birmingham.ac.uk/documents/college-eps/chemical/science-city/brochure-br010en-03-a-invia-confocal-raman-microscope-1.pdf,1,open,https://www.birmingham.ac.uk/documents/college-eps/chemical/science-city/brochure-br010en-03-a-invia-confocal-raman-microscope-1.pdf,https://www.birmingham.ac.uk/documents/college-eps/chemical/science-city/brochure-br010en-03-a-invia-confocal-raman-microscope-1.pdf,,application/pdf,downloaded,artifacts\pdf_source_backups_20260725\files\051_www.birmingham.ac.uk_68514fa131_brochure-br010en-03-a-invia-confocal-raman-microscope-1.pdf,7a58aa5ff9ae6257ec299235e69e82e4d5720bccfe7b0ef30d9f4ffc403e2b9d,4058621,2026-07-25T14:52:58.289482+00:00,validated_pdf_magic_from_local_backup_index
https://www.csi.cuny.edu/sites/default/files/pdf/administration/finance/ehs/CSI_Chemical_Hygiene_Plan.pdf,1,open,https://www.csi.cuny.edu/sites/default/files/pdf/administration/finance/ehs/CSI_Chemical_Hygiene_Plan.pdf,https://www.csi.cuny.edu/sites/default/files/pdf/administration/finance/ehs/CSI_Chemical_Hygiene_Plan.pdf,,application/pdf,downloaded,artifacts\pdf_source_backups_20260725\files\064_www.csi.cuny.edu_a0f7b3baf1_CSI_Chemical_Hygiene_Plan.pdf,173a13c5025d56b5dc767ef9f452037cdd565ed85d15032db5e2694647c82cb2,1902663,2026-07-25T14:52:58.289482+00:00,validated_pdf_magic_from_local_backup_index
https://www.metrohm.com/content/dam/metrohm/shared/documents/manuals/89/89308001EN.pdf,2,blocked_or_forbidden,https://www.metrohm.com/content/dam/metrohm/shared/documents/manuals/89/89308001EN.pdf,https://www.metrohm.com/content/dam/metrohm/shared/documents/manuals/89/89308001EN.pdf,,application/pdf,downloaded,artifacts\pdf_source_backups_20260725\files\008_www.metrohm.com_acae1cee54_89308001EN.pdf,c06fe23302289fc78e886edb00fdb9df87ddbba7c7ea1165a924268ae9770aa5,6623999,2026-07-25T14:52:58.289482+00:00,validated_pdf_magic_from_local_backup_index
https://www.renishaw.com/resourcecentre/download/declaration-of-conformity-invia-raman-spectrometer--130961,1,open,https://www.renishaw.com/resourcecentre/download/declaration-of-conformity-invia-raman-spectrometer--130961,https://www.renishaw.com/resourcecentre/download/declaration-of-conformity-invia-raman-spectrometer--130961,,application/pdf,downloaded,artifacts\pdf_source_backups_20260725\files\070_www.renishaw.com_034894fa56_declaration-of-conformity-invia-raman-spectrometer--130961.pdf,beaf3373c7574a52ac2c29e24877e72faccccfd0ebed2fe86b7351c60dd2a270,56026,2026-07-25T14:52:58.289482+00:00,validated_pdf_magic_from_local_backup_index
https://www.shimadzu.com/an/sites/shimadzu.com.an/files/pim/pim_document_file/brochures/16695/c122-e064.pdf,1,open,https://www.shimadzu.com/an/sites/shimadzu.com.an/files/pim/pim_document_file/brochures/16695/c122-e064.pdf,https://www.shimadzu.com/an/sites/shimadzu.com.an/files/pim/pim_document_file/brochures/16695/c122-e064.pdf,,application/pdf,downloaded,artifacts\pdf_source_backups_20260725\files\071_www.shimadzu.com_08f8d1fc92_c122-e064.pdf,2a64bd7eebc639af944a888e12fe2bb9ba8b9c461cbb6a6b4192d1e94232ec8b,1810449,2026-07-25T14:52:58.289482+00:00,validated_pdf_magic_from_local_backup_index
https://www.shimadzu.com/an/sites/shimadzu.com.an/files/pim/pim_document_file/others/16942/bgaz-4000-2007.pdf,2,open,https://www.shimadzu.com/an/sites/shimadzu.com.an/files/pim/pim_document_file/others/16942/bgaz-4000-2007.pdf,https://www.shimadzu.com/an/sites/shimadzu.com.an/files/pim/pim_document_file/others/16942/bgaz-4000-2007.pdf,,application/pdf,downloaded,artifacts\pdf_source_backups_20260725\files\030_www.shimadzu.com_372fbf1c9f_bgaz-4000-2007.pdf,ff66ebd3a5256a27a4aab26fe1f77ac5917efe5860cfd12d6b180044b2fb80d0,2590398,2026-07-25T14:52:58.289482+00:00,validated_pdf_magic_from_local_backup_index
https://www.slu.edu/research/faculty-resources/-pdf/chemical_hygiene_plan.pdf,1,open,https://www.slu.edu/research/faculty-resources/-pdf/chemical_hygiene_plan.pdf,https://www.slu.edu/research/faculty-resources/-pdf/chemical_hygiene_plan.pdf,,application/pdf,downloaded,artifacts\pdf_source_backups_20260725\files\072_www.slu.edu_03ba95a15f_chemical_hygiene_plan.pdf,6a35e3d08f131f4412fe24fd09b6a60ed5e7157f6725604eeb665d728d30eebb,452921,2026-07-25T14:52:58.289482+00:00,validated_pdf_magic_from_local_backup_index
https://www.uoguelph.ca/hr/system/files/Laboratory%20Safety%20Manual.pdf,1,open,https://www.uoguelph.ca/hr/system/files/Laboratory%20Safety%20Manual%20SEPT%202025.pdf,https://www.uoguelph.ca/hr/system/files/Laboratory%20Safety%20Manual%20SEPT%202025.pdf,,application/pdf,downloaded,artifacts\pdf_source_backups_20260725\files\repl_002_www.uoguelph.ca_cf56ee6cc1_Laboratory_Safety_Manual.pdf,b0c7b7a1a9bad1ba152ecac5328d3dcafa51cd95877ca5c637bd01e829d0a983,9766944,2026-07-25T14:52:58.289482+00:00,University of Guelph current Laboratory Safety page lists the 8th edition 2025 PDF; old path redirects to login HTML.
https://www.uwindsor.ca/chemical-control-centre/sites/uwindsor.ca.chemical-control-centre/files/lsm_2025.pdf,1,open,https://www.uwindsor.ca/chemical-control-centre/sites/uwindsor.ca.chemical-control-centre/files/lsm_2025.pdf,https://www.uwindsor.ca/chemical-control-centre/sites/uwindsor.ca.chemical-control-centre/files/lsm_2025.pdf,,application/pdf,downloaded,artifacts\pdf_source_backups_20260725\files\075_www.uwindsor.ca_edb6badd53_lsm_2025.pdf,a29a63fb1d86db82a20340f4a72102b328bf8c7ad095b1a3a37749e5621a5b18,2441384,2026-07-25T14:52:58.289482+00:00,validated_pdf_magic_from_local_backup_index
https://www.weizmann.ac.il/ChemicalResearchSupport/sites/ChemicalResearchSupport/files/bruker_magnet_safety_0.pdf,1,open,https://www.weizmann.ac.il/ChemicalResearchSupport/sites/ChemicalResearchSupport/files/bruker_magnet_safety_0.pdf,https://www.weizmann.ac.il/ChemicalResearchSupport/sites/ChemicalResearchSupport/files/bruker_magnet_safety_0.pdf,,application/pdf,downloaded,artifacts\pdf_source_backups_20260725\files\sslfix_034_www.weizmann.ac.il_8a34284a26_bruker_magnet_safety_0.pdf,a07c229ef2c7fdffa3558b9a11fa5a8015692a8bdc8804c58b1f6fe7c6ba4603,166270,2026-07-25T14:52:58.289482+00:00,validated_pdf_magic_from_local_backup_index
https://www.weizmann.ac.il/ChemicalResearchSupport/sites/ChemicalResearchSupport/files/bruker_refill_manual_0.pdf,1,open,https://www.weizmann.ac.il/ChemicalResearchSupport/sites/ChemicalResearchSupport/files/bruker_refill_manual_0.pdf,https://www.weizmann.ac.il/ChemicalResearchSupport/sites/ChemicalResearchSupport/files/bruker_refill_manual_0.pdf,,application/pdf,downloaded,artifacts\pdf_source_backups_20260725\files\sslfix_035_www.weizmann.ac.il_3d6d102a1b_bruker_refill_manual_0.pdf,dbe39fce38c8016a82fc8e469e0fa6e41374e79c13d449d9543bfb410efc18f0,1067100,2026-07-25T14:52:58.289482+00:00,validated_pdf_magic_from_local_backup_index
