url,row_count,traceability_status,http_status,content_type,is_pdf_source,backup_kind,has_local_pdf,local_paths
https://ehs.yale.edu/sites/default/files/files/ppe-procedure-labs.pdf,10,open,200,text/html; charset=UTF-8,yes,original,yes,D:\newwork\Security\lab-safe-assistant-dify-rag\artifacts\web_ingest_public_20260429\raw\YALE-PPE-LABS_ppe-procedure-labs.pdf.pdf
https://ehs.yale.edu/sites/default/files/files/student-shop-rules.pdf,3,open,200,text/html; charset=UTF-8,yes,original,yes,D:\newwork\Security\lab-safe-assistant-dify-rag\artifacts\web_ingest_public_20260429\raw\YALE-STUDENT-SHOP_student-shop-rules.pdf.pdf
https://ehs.yale.edu/sites/default/files/files/waste-in-place.pdf,2,open,200,text/html; charset=UTF-8,yes,original,yes,D:\newwork\Security\lab-safe-assistant-dify-rag\artifacts\web_ingest_public_20260429\raw\YALE-WASTE-PLACE_waste-in-place.pdf.pdf
https://flk.npc.gov.cn/detail2.html?ZmY4MDgwODE2ZjNjYmIzYzAxNmY0MTZhMjI1MDIxMzg,1,open,200,text/html; charset=utf-8,no,none,no,
https://gradschool.cornell.edu/policies/safety-training/,1,blocked_or_forbidden,403,text/html; charset=UTF-8,no,none,no,
https://greenlabs.caltech.edu/documents/29173/LC-125_Lab-Guidelines-and-Standards_RevC_US.pdf,1,open,200,application/pdf,yes,original,yes,D:\newwork\Security\lab-safe-assistant-dify-rag\artifacts\pdf_source_backups_20260725\files\041_greenlabs.caltech.edu_6b590d71fc_LC-125_Lab-Guidelines-and-Standards_RevC_US.pdf
https://huihua.hebtu.edu.cn/s/zhuanti/page/8.html,1,open,200,text/html; charset=UTF-8,no,none,no,
https://icp-ms.help.agilent.com/en/Learning/PDF/G3666-90006_Precautions.pdf,7,open,200,application/pdf,yes,original,yes,D:\newwork\Security\lab-safe-assistant-dify-rag\artifacts\pdf_source_backups_20260725\files\005_icp-ms.help.agilent.com_093ff014b6_G3666-90006_Precautions.pdf
https://icp-ms.help.agilent.com/en/Learning/PDF/G8400-90016_Precautions.pdf,9,open,200,application/pdf,yes,original,yes,D:\newwork\Security\lab-safe-assistant-dify-rag\artifacts\pdf_source_backups_20260725\files\003_icp-ms.help.agilent.com_da120930cf_G8400-90016_Precautions.pdf
https://ieeexplore.ieee.org/document/4016442,1,open,202,text/html; charset=UTF-8,no,none,no,
https://ir.bruker.com/press-releases/press-release-details/2024/Bruker-Advances-Magnet-Technology-for-Broader-Adoption-of-NMR-in-Academic-and-Biopharma-Research-and-Process-Analytical-Technologies/default.aspx,1,blocked_or_forbidden,429,text/html; charset=UTF-8,no,none,no,
https://iwaste.epa.gov/rpts/handbk4.pdf,2,open,200,application/pdf,yes,original,yes,D:\newwork\Security\lab-safe-assistant-dify-rag\artifacts\pdf_source_backups_20260725\files\dl_iwaste.epa.gov_9fd55afb07_handbk4.pdf
https://knowledge1.thermofisher.com/Trace_Elemental_Analysis/Inductively_Coupled_Plasma_-_Optical_Emission_Spectroscopy_ICP-OES/iCAP_Operator_Manuals/BRE0004150_-_iCAP_7000_Series_Operating_Manual_Rev_C,5,open,200,text/html; charset=utf-8,no,none,no,
https://lab.env.tsinghua.edu.cn/info/1567/2792.htm,2,open,200,text/html,no,none,no,
https://lcc.sjtu.edu.cn/Assets/userfiles/sys_eb538c1c-65ff-4e82-8e6a-a1ef01127fed/files/sysgl/%E4%B8%8A%E6%B5%B7%E4%BA%A4%E9%80%9A%E5%A4%A7%E5%AD%A6%E4%B8%AD%E8%8B%B1%E5%9B%BD%E9%99%85%E4%BD%8E%E7%A2%B3%E5%AD%A6%E9%99%A2%E5%AE%9E%E9%AA%8C%E5%AE%A4%E5%AE%89%E5%85%A8%E4%B8%8E%E7%AE%A1%E7%90%86%E8%A7%84%E8%8C%83.pdf,1,open,200,application/pdf,yes,original,yes,D:\newwork\Security\lab-safe-assistant-dify-rag\artifacts\pdf_source_backups_20260725\files\042_lcc.sjtu.edu.cn_8b99dd9cd8_pdf.pdf
https://life.sjtu.edu.cn/En/Data/View/6074,1,open,200,text/html; charset=utf-8,no,none,no,
https://life.sjtu.edu.cn/En/Data/View/6077,6,open,200,text/html; charset=utf-8,no,none,no,
https://linxue.njfu.edu.cn/aqgz/sysaq/20210929/i230277.html,1,open,200,text/html,no,none,no,
https://makesafetyeasy.com/blog/chemical-storage-safety-guide,3,network_error,,,no,none,no,
https://manualmachine.com/perkinelmer/tga4000/2520538-user-manual/,4,blocked_or_forbidden,403,text/html; charset=UTF-8,no,none,no,
https://med.stanford.edu/invitrobsl3/training.html,4,open,200,text/html;charset=utf-8,no,none,no,
https://micromeritics.com/resources/liquid-nitrogen-level-when-using-isothermal-jackets/,2,open,200,text/html; charset=UTF-8,no,none,no,
https://nap.nationalacademies.org/catalog/12654/prudent-practices-in-the-laboratory,110,open,200,text/html; charset=UTF-8,no,none,no,
https://nationalmaglab.org/media/gocoa0b5/sp-13-chemical-safety-procedure.pdf,1,open,200,application/pdf,yes,original,yes,D:\newwork\Security\lab-safe-assistant-dify-rag\artifacts\pdf_source_backups_20260725\files\043_nationalmaglab.org_005478fdf4_sp-13-chemical-safety-procedure.pdf
https://nmr.chem.ucsb.edu/docs/Bruker_NMR_Manuals/user_manual_topspin_ts40.pdf,1,open,200,application/pdf,yes,original,yes,D:\newwork\Security\lab-safe-assistant-dify-rag\artifacts\pdf_source_backups_20260725\files\sslfix_014_nmr.chem.ucsb.edu_ca6c6b71e3_user_manual_topspin_ts40.pdf
https://nmr.nd.edu/assets/432368/bruker_nmr_training_g.1.pdf,1,open,200,application/pdf,yes,original,yes,D:\newwork\Security\lab-safe-assistant-dify-rag\artifacts\pdf_source_backups_20260725\files\045_nmr.nd.edu_298a5e0871_bruker_nmr_training_g.1.pdf
https://oalm.swjtu.edu.cn/info/1201/21381.htm,4,open,200,text/html,no,none,no,
https://openstd.samr.gov.cn/,13,open,200,text/html,no,none,no,
https://openstd.samr.gov.cn/bzgk/gb/newGbInfo?hcno=0E0C42CADDB0D3E8DA27FECB80CCDE02,3,blocked_or_forbidden,403,text/html,no,none,no,
https://openstd.samr.gov.cn/bzgk/gb/newGbInfo?hcno=9C6A99E26AE0CA7E47B4BC9E8DF01F84,1,blocked_or_forbidden,403,text/html,no,none,no,
https://openstd.samr.gov.cn/bzgk/gb/newGbInfo?hcno=AEC2B0CFFC2BF1B8C7CF1888B77E2FE4,2,blocked_or_forbidden,403,text/html,no,none,no,
https://openstd.samr.gov.cn/bzgk/std/newGbInfo?hcno=6C80C3CF343258529DA8841981A036D1,1,blocked_or_forbidden,403,text/html,no,mirror,no,D:\newwork\Security\lab-safe-assistant-dify-rag\artifacts\kb_source_archive_20260723\OPENSTD-GBT27476.1.html | D:\newwork\Security\lab-safe-assistant-dify-rag\artifacts\kb_source_archive_20260723\OPENSTD-GBT27476.1.md
https://openstd.samr.gov.cn/bzgk/std/newGbInfo?hcno=8BFEEBBE490CBAC79543F0DAD96F2E2E,1,blocked_or_forbidden,403,text/html,no,mirror,no,D:\newwork\Security\lab-safe-assistant-dify-rag\artifacts\kb_source_archive_20260723\OPENSTD-GBT27476.5.html | D:\newwork\Security\lab-safe-assistant-dify-rag\artifacts\kb_source_archive_20260723\OPENSTD-GBT27476.5.md
https://openstd.samr.gov.cn/bzgk/std/newGbInfo?hcno=EB3B94B543F6E4CD18C044DE6AB64CEC,8,blocked_or_forbidden,403,text/html,no,original,no,D:\newwork\Security\lab-safe-assistant-dify-rag\artifacts\kb_source_archive_20260723\OPENSTD-GB19489-2008.html | D:\newwork\Security\lab-safe-assistant-dify-rag\artifacts\kb_source_archive_20260723\OPENSTD-GB19489-2008.md
https://ors.od.nih.gov/sr/dohs/Documents/biosafety-in-microbiological-and-biomedical-laboratories.PDF,67,open,200,application/pdf,yes,original,yes,D:\newwork\Security\lab-safe-assistant-dify-rag\artifacts\web_ingest_public_20260429\raw\NIH-BMBL6_biosafety-in-microbiological-and-biomedical-laboratories.PDF.pdf
https://ors.od.nih.gov/sr/dohs/Documents/chemical-hygiene-plan.pdf,78,open,200,application/pdf,yes,original,yes,D:\newwork\Security\lab-safe-assistant-dify-rag\artifacts\web_ingest_public_20260429\raw\NIH-CHP_chemical-hygiene-plan.pdf.pdf
https://ors.od.nih.gov/sr/dohs/Documents/chemical-safety-guide.pdf,70,open,200,application/pdf,yes,original,yes,D:\newwork\Security\lab-safe-assistant-dify-rag\artifacts\web_ingest_public_20260429\raw\NIH-CSG_chemical-safety-guide.pdf.pdf
https://ors.od.nih.gov/sr/dohs/Documents/chemical-segregation-and-storage.pdf,16,open,200,application/pdf,yes,original,yes,D:\newwork\Security\lab-safe-assistant-dify-rag\artifacts\web_ingest_public_20260429\raw\NIH-SEG_chemical-segregation-and-storage.pdf.pdf
https://ors.od.nih.gov/sr/dohs/Documents/compressed-gas-and-cryogen-safety-guidelines-document.pdf,25,open,200,application/pdf,yes,original,yes,D:\newwork\Security\lab-safe-assistant-dify-rag\artifacts\web_ingest_public_20260429\raw\NIH-GAS-CRYO_compressed-gas-and-cryogen-safety-guidelines-document.pdf.pdf
https://ors.od.nih.gov/sr/dohs/Documents/cryogen-fact-sheet.pdf,5,open,200,application/pdf,yes,original,yes,D:\newwork\Security\lab-safe-assistant-dify-rag\artifacts\web_ingest_public_20260429\raw\NIH-CRYOGEN-FS_cryogen-fact-sheet.pdf.pdf
https://ors.od.nih.gov/sr/dohs/Documents/exempt-toxin-program-requirements.pdf,7,open,200,application/pdf,yes,original,yes,D:\newwork\Security\lab-safe-assistant-dify-rag\artifacts\web_ingest_public_20260429\raw\NIH-TOXIN_exempt-toxin-program-requirements.pdf.pdf
https://ors.od.nih.gov/sr/dohs/Documents/exposure-control-plan.pdf,50,open,200,application/pdf,yes,original,yes,D:\newwork\Security\lab-safe-assistant-dify-rag\artifacts\web_ingest_public_20260429\raw\NIH-ECP_exposure-control-plan.pdf.pdf
https://ors.od.nih.gov/sr/dohs/Documents/fact-sheet-on-chemical-storage-cabinets.pdf,7,open,200,application/pdf,yes,original,yes,D:\newwork\Security\lab-safe-assistant-dify-rag\artifacts\web_ingest_public_20260429\raw\NIH-CABINET_fact-sheet-on-chemical-storage-cabinets.pdf.pdf
https://ors.od.nih.gov/sr/dohs/Documents/fact-sheet-on-compatible-chemical-storage.pdf,4,open,200,application/pdf,yes,original,yes,D:\newwork\Security\lab-safe-assistant-dify-rag\artifacts\web_ingest_public_20260429\raw\NIH-COMPAT-STORAGE_fact-sheet-on-compatible-chemical-storage.pdf.pdf
https://ors.od.nih.gov/sr/dohs/Documents/how-to-safely-clean-cfh-web.pdf,8,open,200,application/pdf,yes,original,yes,D:\newwork\Security\lab-safe-assistant-dify-rag\artifacts\web_ingest_public_20260429\raw\NIH-FUME-HOOD-CLEAN_how-to-safely-clean-cfh-web.pdf.pdf
https://ors.od.nih.gov/sr/dohs/Documents/inactivation-method-review-process.pdf,7,open,200,application/pdf,yes,original,yes,D:\newwork\Security\lab-safe-assistant-dify-rag\artifacts\web_ingest_public_20260429\raw\NIH-INACTIVATION_inactivation-method-review-process.pdf.pdf
https://ors.od.nih.gov/sr/dohs/Documents/lab-specific-sop-template.pdf,13,open,200,application/pdf,yes,original,yes,D:\newwork\Security\lab-safe-assistant-dify-rag\artifacts\web_ingest_public_20260429\raw\NIH-LAB-SOP-TEMPLATE_lab-specific-sop-template.pdf.pdf
https://ors.od.nih.gov/sr/dohs/Documents/laboratory-coat-selection-guidance.pdf,14,open,200,application/pdf,yes,original,yes,D:\newwork\Security\lab-safe-assistant-dify-rag\artifacts\web_ingest_public_20260429\raw\NIH-LABCOAT_laboratory-coat-selection-guidance.pdf.pdf
https://ors.od.nih.gov/sr/dohs/Documents/laser-safety-program.pdf,34,open,200,application/pdf,yes,original,yes,D:\newwork\Security\lab-safe-assistant-dify-rag\artifacts\web_ingest_public_20260429\raw\NIH-LASER_laser-safety-program.pdf.pdf
https://ors.od.nih.gov/sr/dohs/Documents/managing-peroxide-formers-in-the-lab.pdf,12,open,200,application/pdf,yes,original,yes,D:\newwork\Security\lab-safe-assistant-dify-rag\artifacts\web_ingest_public_20260429\raw\NIH-PEROXIDE_managing-peroxide-formers-in-the-lab.pdf.pdf
https://ors.od.nih.gov/sr/dohs/Documents/managing-pyrophoric-and-water-reactive-chemicals-in-the-laboratories.pdf,18,open,200,application/pdf,yes,original,yes,D:\newwork\Security\lab-safe-assistant-dify-rag\artifacts\web_ingest_public_20260429\raw\NIH-PYRO_managing-pyrophoric-and-water-reactive-chemicals-in-the-laboratories.pdf.pdf
https://ors.od.nih.gov/sr/dohs/Documents/nih-dichloromethane-health-and-safety-plan.pdf,18,open,200,application/pdf,yes,original,yes,D:\newwork\Security\lab-safe-assistant-dify-rag\artifacts\web_ingest_public_20260429\raw\NIH-DCM-PLAN_nih-dichloromethane-health-and-safety-plan.pdf.pdf
https://ors.od.nih.gov/sr/dohs/Documents/occupational-exposure-limits-for-chemicals.pdf,4,open,200,application/pdf,yes,original,yes,D:\newwork\Security\lab-safe-assistant-dify-rag\artifacts\web_ingest_public_20260429\raw\NIH-OEL_occupational-exposure-limits-for-chemicals.pdf.pdf
https://ors.od.nih.gov/sr/dohs/Documents/particularly-hazardous-substances-phs.pdf,9,open,200,application/pdf,yes,original,yes,D:\newwork\Security\lab-safe-assistant-dify-rag\artifacts\web_ingest_public_20260429\raw\NIH-PHS_particularly-hazardous-substances-phs.pdf.pdf
https://ors.od.nih.gov/sr/dohs/Documents/working-safely-with-dichloromethane.pdf,8,open,200,application/pdf,yes,original,yes,D:\newwork\Security\lab-safe-assistant-dify-rag\artifacts\web_ingest_public_20260429\raw\NIH-DCM_working-safely-with-dichloromethane.pdf.pdf
https://osp.od.nih.gov/biotechnology/nih-guidelines/,2,blocked_or_forbidden,403,text/html; charset=UTF-8,no,none,no,
https://osp.od.nih.gov/wp-content/uploads/NIH_Guidelines.pdf,5,blocked_or_forbidden,403,text/html; charset=UTF-8,yes,none,no,
https://physics.zju.edu.cn/2024/0326/c77289a2894887/page.psp,1,open,200,text/html;charset=UTF-8,no,none,no,
https://policies.unc.edu/TDClient/2833/Portal/KB/ArticleDet?ID=131963,2,open,200,text/html; charset=utf-8,no,none,no,
https://policies.unc.edu/TDClient/2833/Portal/KB/ArticleDet?ID=132022,2,open,200,text/html; charset=utf-8,no,none,no,
https://policies.unc.edu/TDClient/2833/Portal/KB/ArticleDet?ID=132032,1,open,200,text/html; charset=utf-8,no,none,no,
https://pubs.acs.org/doi/10.1016/j.jchas.2018.05.002,1,blocked_or_forbidden,403,text/html; charset=UTF-8,no,none,no,
https://pubs.acs.org/doi/10.1021/acs.jchemed.5b00511,2,blocked_or_forbidden,403,text/html; charset=UTF-8,no,none,no,
https://radiology.ucsf.edu/patient-care/patient-safety/mri-safety-guidelines/access-restriction,1,blocked_or_forbidden,403,text/html; charset=UTF-8,no,none,no,
https://reach.cdc.gov/sites/default/files/2025-07/Autoclave-Text-Version-UPDATED.pdf,2,open,200,application/pdf,yes,original,yes,D:\newwork\Security\lab-safe-assistant-dify-rag\artifacts\pdf_source_backups_20260725\files\016_reach.cdc.gov_75cb61930d_Autoclave-Text-Version-UPDATED.pdf
https://reach.cdc.gov/sites/default/files/job-aids-resources/Crisis%20Response%20Toolkit.pdf,4,open,200,application/pdf,yes,original,yes,D:\newwork\Security\lab-safe-assistant-dify-rag\artifacts\pdf_source_backups_20260725\files\006_reach.cdc.gov_7555d57f03_Crisis_Response_Toolkit.pdf
https://reagent.bjmu.edu.cn/file/20230414134400495_%E5%AE%9E%E9%AA%8C%E5%AE%A4%E5%AE%89%E5%85%A8%E6%89%8B%E5%86%8C%E5%8D%B0%E5%88%B7%E7%89%8820210610.pdf,1,open,200,application/pdf,yes,original,yes,D:\newwork\Security\lab-safe-assistant-dify-rag\artifacts\pdf_source_backups_20260725\files\046_reagent.bjmu.edu.cn_f653362bef_20230414134400495__20210610.pdf
https://research.harvard.edu/research-policies-compliance/lab-safety/,1,open,200,text/html; charset=UTF-8,no,none,no,
https://sbc.cug.edu.cn/info/1234/3228.htm,2,open,200,text/html,no,none,no,
https://sbc.sysu.edu.cn/article/570,16,open,200,text/html,no,none,no,
https://sbc.sysu.edu.cn/article/670,11,open,200,text/html,no,none,no,
https://sciex.com/content/dam/SCIEX/pdf/customer-docs/user-guide/safety-practices-guide-en.pdf,2,open,200,application/pdf,yes,original,yes,D:\newwork\Security\lab-safe-assistant-dify-rag\artifacts\pdf_source_backups_20260725\files\024_sciex.com_33d2d94ccf_safety-practices-guide-en.pdf
https://sdss-samplepreparation.stanford.edu/training-and-safety,3,open,200,text/html; charset=UTF-8,no,none,no,
https://smse.seu.edu.cn/_upload/article/2f/f2/c82ef33b4b0fa7e37d28e6e784be/e1702a0e-d3c7-4843-9d57-8a4c24093f9d.pdf,3,open,200,application/pdf,yes,original,yes,D:\newwork\Security\lab-safe-assistant-dify-rag\artifacts\pdf_source_backups_20260725\files\017_smse.seu.edu.cn_eebd584c1f_e1702a0e-d3c7-4843-9d57-8a4c24093f9d.pdf
https://spectrum.ieee.org/electrostatic-discharge,1,open,200,text/html; charset=utf-8,no,none,no,
https://stacks.cdc.gov/view/cdc/214551/cdc_214551_DS1.pdf,1,open,200,application/pdf,yes,original,yes,D:\newwork\Security\lab-safe-assistant-dify-rag\artifacts\pdf_source_backups_20260725\files\027_stacks.cdc.gov_98d1fd35e2_cdc_214551_DS1.pdf
https://sysglc.ntu.edu.cn/2024/0326/c8767a230277/page.htm,2,open,200,text/html,no,none,no,
https://sysglzx.jxycu.edu.cn/2024/0619/c4101a129320/page.htm,1,open,200,text/html;charset=UTF-8,no,none,no,
https://tools.thermofisher.com/content/sfs/manuals/iCAP%206000%20Spectrometers%20Pre-Installation%20Manual%20v4%202.pdf,1,blocked_or_forbidden,403,text/html,yes,none,no,
https://tuttnauer.com/sites/default/files/2021-10/Manual-Autoclaves-Cleaning_Weekly.pdf,1,open,200,application/pdf,yes,original,yes,D:\newwork\Security\lab-safe-assistant-dify-rag\artifacts\pdf_source_backups_20260725\files\048_tuttnauer.com_6017cb28d4_Manual-Autoclaves-Cleaning_Weekly.pdf
https://tuttnauer.com/us/support/faq-office-products,1,open,200,text/html; charset=UTF-8,no,none,no,
https://webstore.ansi.org/standards/aiha/ansiz9.5,1,blocked_or_forbidden,403,text/html; charset=UTF-8,no,none,no,
https://webstore.ansi.org/standards/lia/ansiz13612014,1,blocked_or_forbidden,403,text/html; charset=UTF-8,no,mirror,no,D:\newwork\Security\lab-safe-assistant-dify-rag\artifacts\kb_source_archive_20260723\LIA-ANSI-Z136.1.html | D:\newwork\Security\lab-safe-assistant-dify-rag\artifacts\kb_source_archive_20260723\LIA-ANSI-Z136.1.md
https://webstore.iec.ch/publication/3587,1,open,200,text/html; charset=UTF-8,no,none,no,
https://www-pub.iaea.org/MTCD/Publications/PDF/Pub1578_web-57265295.pdf,6,open,200,application/pdf,yes,original,yes,D:\newwork\Security\lab-safe-assistant-dify-rag\artifacts\pdf_source_backups_20260725\files\007_www-pub.iaea.org_e0b1124559_Pub1578_web-57265295.pdf
https://www.acs.org/content/dam/acsorg/about/governance/committees/chemicalsafety/academic-safety-culture-report.pdf,1,open,200,application/pdf,yes,original,yes,D:\newwork\Security\lab-safe-assistant-dify-rag\artifacts\pdf_source_backups_20260725\files\sslfix_016_www.acs.org_7885fdc906_academic-safety-culture-report.pdf
https://www.acs.org/content/dam/acsorg/acs-webinars/2018/slides/2018-10-11-lab-safety-culture-slides.pdf,1,open,200,text/html,yes,original,yes,D:\newwork\Security\lab-safe-assistant-dify-rag\artifacts\pdf_source_backups_20260725\files\029_www.acs.org_3aaf0337a5_2018-10-11-lab-safety-culture-slides.pdf
https://www.agilent.com/cs/library/brochures/Getting_your_HPLC_Back_up_and_running_flyer.pdf,1,network_error,,,yes,original,yes,D:\newwork\Security\lab-safe-assistant-dify-rag\artifacts\pdf_source_backups_20260725\files\005_www.agilent.com_2e85fcbdda_Getting_your_HPLC_Back_up_and_running_flyer.pdf
https://www.agilent.com/cs/library/eseminars/public/gc-detector-design-troubleshooting-flame-ionization-fid-theory-basics-gas-flows-july212020.pdf,1,network_error,,,yes,original,yes,D:\newwork\Security\lab-safe-assistant-dify-rag\artifacts\pdf_source_backups_20260725\files\006_www.agilent.com_84a914f168_gc-detector-design-troubleshooting-flame-ionization-fid-theory-basics-gas-flows-july212020.pdf
https://www.agilent.com/cs/library/primers/public/Best_Practice_LC_Operations.pdf,2,network_error,,,yes,original,yes,D:\newwork\Security\lab-safe-assistant-dify-rag\artifacts\pdf_source_backups_20260725\files\002_www.agilent.com_e78975e008_Best_Practice_LC_Operations.pdf
https://www.agilent.com/cs/library/sitepreparationchecklists/7800_7900_ICP-MS_Site_Preparation_Checklist_Rev.B.pdf,1,network_error,,,yes,original,yes,D:\newwork\Security\lab-safe-assistant-dify-rag\artifacts\pdf_source_backups_20260725\files\007_www.agilent.com_595a0c88ab_7800_7900_ICP-MS_Site_Preparation_Checklist_Rev.B.pdf
https://www.agilent.com/cs/library/sitepreparationchecklists/Agilent%208890%20GC%20Site%20Preparation%20Checklist.pdf,1,network_error,,,yes,original,yes,D:\newwork\Security\lab-safe-assistant-dify-rag\artifacts\pdf_source_backups_20260725\files\008_www.agilent.com_63de034a65_Agilent_8890_GC_Site_Preparation_Checklist.pdf
https://www.agilent.com/cs/library/usermanuals/public/5971-6636_Atomic_Safety_Info_EN.pdf,1,network_error,,,yes,original,yes,D:\newwork\Security\lab-safe-assistant-dify-rag\artifacts\pdf_source_backups_20260725\files\009_www.agilent.com_b61a8b42ed_5971-6636_Atomic_Safety_Info_EN.pdf
https://www.agilent.com/cs/library/usermanuals/public/7890A%20GC%20User%20Manual%20Collection.pdf,2,network_error,,,yes,original,yes,D:\newwork\Security\lab-safe-assistant-dify-rag\artifacts\pdf_source_backups_20260725\files\003_www.agilent.com_f579a36ba4_7890A_GC_User_Manual_Collection.pdf
https://www.agilent.com/cs/library/usermanuals/public/7890B_Safety.pdf,3,network_error,,,yes,original,yes,D:\newwork\Security\lab-safe-assistant-dify-rag\artifacts\pdf_source_backups_20260725\files\001_www.agilent.com_cf10926332_7890B_Safety.pdf
https://www.agilent.com/cs/library/usermanuals/public/9000_Operation.pdf,1,network_error,,,yes,original,yes,D:\newwork\Security\lab-safe-assistant-dify-rag\artifacts\pdf_source_backups_20260725\files\010_www.agilent.com_72f2f1302b_9000_Operation.pdf
https://www.agilent.com/cs/library/usermanuals/public/G1364E-User.pdf,1,network_error,,,yes,original,yes,D:\newwork\Security\lab-safe-assistant-dify-rag\artifacts\pdf_source_backups_20260725\files\011_www.agilent.com_1558986509_G1364E-User.pdf
https://www.agilent.com/cs/library/usermanuals/public/G3430-90052%207890B_Maintaining%20Guide.pdf,1,network_error,,,yes,original,yes,D:\newwork\Security\lab-safe-assistant-dify-rag\artifacts\pdf_source_backups_20260725\files\012_www.agilent.com_3fabcce5d1_G3430-90052_7890B_Maintaining_Guide.pdf
https://www.agilent.com/cs/library/usermanuals/public/user-guide-coverting-ei-gcms-instruments-5994-2312en-agilent.pdf,1,network_error,,,yes,original,yes,D:\newwork\Security\lab-safe-assistant-dify-rag\artifacts\pdf_source_backups_20260725\files\013_www.agilent.com_6cd4ed6324_user-guide-coverting-ei-gcms-instruments-5994-2312en-agilent.pdf
https://www.agilent.com/cs/library/usermanuals/public/user-manual-gcms-hydrogen-safety-q7003-90053-en-agilent.pdf,2,network_error,,,yes,original,yes,D:\newwork\Security\lab-safe-assistant-dify-rag\artifacts\pdf_source_backups_20260725\files\repl_003_www.agilent.com_6d748cab68_user-manual-gcms-hydrogen-safety-q7003-90053-en-agilent.pdf
https://www.agilent.com/cs/library/usermanuals/public/usermanual-gc-operation-8890-g3540-90014-en-agilent.pdf,1,network_error,,,yes,original,yes,D:\newwork\Security\lab-safe-assistant-dify-rag\artifacts\pdf_source_backups_20260725\files\014_www.agilent.com_f1ec1c8e28_usermanual-gc-operation-8890-g3540-90014-en-agilent.pdf
https://www.agilent.com/en/product/atomic-spectroscopy/atomic-absorption/aas-resource-hub,1,network_error,,,no,none,no,
https://www.agilent.com/en/product/atomic-spectroscopy/atomic-absorption/atomic-absorption-background-correction-lamps/deuterium-lamps,1,network_error,,,no,none,no,
https://www.agilent.com/en/product/atomic-spectroscopy/atomic-absorption/atomic-absorption-hollow-cathode-lamps,1,network_error,,,no,none,no,
https://www.agilent.com/en/product/atomic-spectroscopy/inductively-coupled-plasma-mass-spectrometry-icp-ms/icp-ms-instrument-accessory-supplies/tools-manuals-for-icp-ms,1,network_error,,,no,none,no,
https://www.agilent.com/en/product/atomic-spectroscopy/inductively-coupled-plasma-mass-spectrometry-icp-ms/icp-ms-instruments/7800-icp-ms,1,network_error,,,no,none,no,
https://www.agilent.com/en/product/liquid-chromatography/hplc-detectors,1,network_error,,,no,none,no,
https://www.agilent.com/en/product/liquid-chromatography/hplc-supplies-accessories,1,network_error,,,no,none,no,
https://www.agilent.com/en/product/liquid-chromatography/hplc-supplies-accessories/solvent-management-for-hplc/stay-safe-caps-accessories-for-hplc,1,network_error,,,no,none,no,
https://www.agilent.com/en/product/liquid-chromatography/hplc-systems,1,network_error,,,no,none,no,
https://www.agilent.com/en/product/liquid-chromatography/hplc-systems/preparative-hplc-systems/1290-infinity-ii-preparative-lc-msd-system,1,network_error,,,no,none,no,
https://www.agilent.com/en/product/liquid-chromatography/mass-spectrometry-lc-ms,1,network_error,,,no,none,no,
https://www.agilent.com/en/product/liquid-chromatography/mass-spectrometry-lc-ms/infinitylab-lc-msd-series,1,network_error,,,no,none,no,
https://www.agilent.com/library/usermanuals/Public/G9214-90000_RapidFire360_User_RevD.pdf,1,network_error,,,yes,original,yes,D:\newwork\Security\lab-safe-assistant-dify-rag\artifacts\pdf_source_backups_20260725\files\015_www.agilent.com_9ab71fafa6_G9214-90000_RapidFire360_User_RevD.pdf
https://www.atcc.org/resources/culture-guides,1,open,200,text/html; charset=utf-8,no,none,no,
https://www.atsdr.cdc.gov/emergency-response/resources/emergency-responders.html,1,open,200,text/html,no,none,no,
https://www.bc.edu/content/dam/bc1/schools/mcas/Chemistry/pdf/research/nmr/NMR_Safety_Plan.pdf,3,open,200,application/pdf,yes,original,yes,D:\newwork\Security\lab-safe-assistant-dify-rag\artifacts\pdf_source_backups_20260725\files\018_www.bc.edu_2e36f7aeb9_NMR_Safety_Plan.pdf
https://www.beckman.com/landing/centrifuges/optima-x,1,blocked_or_forbidden,403,text/html; charset=UTF-8,no,none,no,
https://www.birmingham.ac.uk/documents/college-eps/chemical/science-city/brochure-br010en-03-a-invia-confocal-raman-microscope-1.pdf,1,open,200,application/pdf,yes,original,yes,D:\newwork\Security\lab-safe-assistant-dify-rag\artifacts\pdf_source_backups_20260725\files\051_www.birmingham.ac.uk_68514fa131_brochure-br010en-03-a-invia-confocal-raman-microscope-1.pdf
https://www.bruker.com/en/landingpages/bbio/fourier-80-academic-research.html,1,open,200,text/html;charset=utf-8,no,none,no,
https://www.bruker.com/en/news-and-events/news/2021/bruker-connects-1000th-nmr-magnet-to-labscape-remote-monitoring.html,2,open,200,text/html;charset=utf-8,no,none,no,
https://www.bruker.com/en/news-and-events/news/2023/bruker-announces-new-d6-phaser-benchtop-x-ray-diffraction-platform-for-materials-analysis-and-advanced-research.html,1,open,200,text/html;charset=utf-8,no,none,no,
https://www.bruker.com/en/news-and-events/newsletter/2021/first-newsletter-february-2021.html,1,blocked_or_forbidden,401,text/html;charset=UTF-8,no,none,no,
https://www.bruker.com/en/products-and-solutions/diffractometers-and-x-ray-microscopes/single-crystal-x-ray-diffractometers/d8-venture.html,1,open,200,text/html;charset=utf-8,no,none,no,
