"priority","traceability_status","http_status","affected_row_count","domain","source_orgs","sample_source_title","sample_ids","url","final_url","error","manual_result","manual_access_time","reviewer","evidence_note","recommended_action"
"P1","blocked_or_forbidden","403","1","www.cdc.gov","CDC/NIOSH","NIOSH Pocket Guide - Carbon monoxide","KB-PHASE4-0344","https://www.cdc.gov/niosh/npg/npgd0105.html","https://www.cdc.gov/niosh/npg/npgd0105.html","","","","","",""
"P1","blocked_or_forbidden","403","1","www.cdc.gov","CDC/NIOSH","Sodium Azide: Systemic Agent | NIOSH","KB-PHASE4-0303","https://www.cdc.gov/niosh/ershdb/emergencyresponsecard_29750027.html","https://www.cdc.gov/niosh/ershdb/emergencyresponsecard_29750027.html","","","","","",""
"P1","blocked_or_forbidden","403","1","www.cdc.gov","CDC/NIOSH","NIOSH Pocket Guide - Chromium(VI)","KB-PHASE4-0324","https://www.cdc.gov/niosh/npg/npgd0141.html","https://www.cdc.gov/niosh/npg/npgd0141.html","","","","","",""
"P1","blocked_or_forbidden","403","1","www.cdc.gov","Centers for Disease Control and Prevention (CDC) / NIOSH","Chlorine: Lung Damaging Agent | NIOSH Emergency Response Card","KB-PHASE4-0233","https://www.cdc.gov/niosh/ershdb/emergencyresponsecard_29750024.html","https://www.cdc.gov/niosh/ershdb/emergencyresponsecard_29750024.html","","","","","",""
"P1","blocked_or_forbidden","403","1","www.cdc.gov","Centers for Disease Control and Prevention (CDC) / NIOSH","Lead - NIOSH Pocket Guide","KB-PHASE4-0258","https://www.cdc.gov/niosh/npg/npgd0174.html","https://www.cdc.gov/niosh/npg/npgd0174.html","","","","","",""
"P1","blocked_or_forbidden","403","1","www.cdc.gov","CDC/NIOSH","NIOSH Pocket Guide - Dimethylformamide","KB-PHASE4-0335","https://www.cdc.gov/niosh/npg/npgd0223.html","https://www.cdc.gov/niosh/npg/npgd0223.html","","","","","",""
"P1","blocked_or_forbidden","403","1","www.cdc.gov","CDC/NIOSH","NIOSH Pocket Guide - Dioxane","KB-PHASE4-0338","https://www.cdc.gov/niosh/npg/npgd0237.html","https://www.cdc.gov/niosh/npg/npgd0237.html","","","","","",""
"P1","blocked_or_forbidden","403","1","www.cdc.gov","CDC/NIOSH","NIOSH Pocket Guide - Ethyl acetate","KB-PHASE4-0329","https://www.cdc.gov/niosh/npg/npgd0261.html","https://www.cdc.gov/niosh/npg/npgd0261.html","","","","","",""
"P1","blocked_or_forbidden","403","1","www.cdc.gov","Centers for Disease Control and Prevention / NIOSH","NIOSH Pocket Guide to Chemical Hazards - 过氧化氢(Hydrogen Peroxide)","KB-CHEM2-0021","https://www.cdc.gov/niosh/npg/npgd0335.html","https://www.cdc.gov/niosh/npg/npgd0335.html","","","","","",""
"P1","blocked_or_forbidden","403","1","www.cdc.gov","Centers for Disease Control and Prevention (CDC) / NIOSH","Occupational Exposure Banding | NIOSH","KB-PHASE4-0260","https://www.cdc.gov/niosh/exposure-banding/about/","https://www.cdc.gov/niosh/exposure-banding/about/","","","","","",""
"P1","blocked_or_forbidden","403","1","www.cdc.gov","Centers for Disease Control and Prevention (CDC) / NIOSH","NIOSH Health Hazard Evaluation (HHE) Program","KB-PHASE4-0262","https://www.cdc.gov/niosh/hhe/","https://www.cdc.gov/niosh/hhe/","","","","","",""
"P1","blocked_or_forbidden","403","1","www.cdc.gov","Centers for Disease Control and Prevention (CDC) / NIOSH","Immediately Dangerous to Life or Health (IDLH) Values | NIOSH","KB-PHASE4-0269","https://www.cdc.gov/niosh/idlh/default.html","https://www.cdc.gov/niosh/idlh/default.html","","","","","",""
"P1","blocked_or_forbidden","403","1","www.cdc.gov","CDC/NIOSH","NIOSH Pocket Guide - Trichloroethylene","KB-PHASE4-0333","https://www.cdc.gov/niosh/npg/npgd0629.html","https://www.cdc.gov/niosh/npg/npgd0629.html","","","","","",""
"P1","blocked_or_forbidden","403","1","www.cdc.gov","Centers for Disease Control and Prevention / NIOSH","NIOSH Pocket Guide to Chemical Hazards - 三氟乙酸(TFA)","KB-CHEM2-0034","https://www.cdc.gov/niosh/npg/npgd0626.html","https://www.cdc.gov/niosh/npg/npgd0626.html","","","","","",""
"P1","blocked_or_forbidden","403","1","www.cdc.gov","Centers for Disease Control and Prevention (CDC) / NIOSH","NFPA 704 Signal | NIOSH Emergency Response Cards","KB-PHASE4-0271","https://www.cdc.gov/niosh/ershdb/about.html","https://www.cdc.gov/niosh/ershdb/about.html","","","","","",""
"P1","blocked_or_forbidden","403","1","www.cdc.gov","Centers for Disease Control and Prevention (CDC) / NIOSH","Tetrachloroethylene - NIOSH Pocket Guide","KB-PHASE4-0250","https://www.cdc.gov/niosh/npg/npgd0609.html","https://www.cdc.gov/niosh/npg/npgd0609.html","","","","","",""
"P1","blocked_or_forbidden","403","1","www.cdc.gov","Centers for Disease Control and Prevention (CDC) / NIOSH","Emergency Response Safety and Health Database (ERSH-DB) | NIOSH","KB-PHASE4-0273","https://www.cdc.gov/niosh/ershdb/default.html","https://www.cdc.gov/niosh/ershdb/default.html","","","","","",""
"P1","blocked_or_forbidden","403","1","www.cdc.gov","Centers for Disease Control and Prevention / NIOSH","NIOSH Pocket Guide to Chemical Hazards - 二甲基亚砜(DMSO)","KB-CHEM2-0032","https://www.cdc.gov/niosh/npg/npgd0589.html","https://www.cdc.gov/niosh/npg/npgd0589.html","","","","","",""
"P1","blocked_or_forbidden","403","1","www.cdc.gov","CDC/NIOSH","NIOSH Pocket Guide to Chemical Hazards - Sodium azide","KB-PHASE4-0302","https://www.cdc.gov/niosh/npg/npgd0560.html","https://www.cdc.gov/niosh/npg/npgd0560.html","","","","","",""
"P1","blocked_or_forbidden","403","1","www.cdc.gov","Centers for Disease Control and Prevention / NIOSH","NIOSH Pocket Guide to Chemical Hazards - 硅烷(Silane)","KB-CHEM2-0038","https://www.cdc.gov/niosh/npg/npgd0554.html","https://www.cdc.gov/niosh/npg/npgd0554.html","","","","","",""
"P1","blocked_or_forbidden","403","1","www.cdc.gov","Centers for Disease Control and Prevention / NIOSH","NIOSH Pocket Guide to Chemical Hazards - 硝酸银(Silver Nitrate)","KB-CHEM2-0036","https://www.cdc.gov/niosh/npg/npgd0544.html","https://www.cdc.gov/niosh/npg/npgd0544.html","","","","","",""
"P1","blocked_or_forbidden","403","1","www.cdc.gov","Centers for Disease Control and Prevention / NIOSH","NIOSH Pocket Guide to Chemical Hazards - 吡啶(Pyridine)","KB-CHEM2-0031","https://www.cdc.gov/niosh/npg/npgd0539.html","https://www.cdc.gov/niosh/npg/npgd0539.html","","","","","",""
"P1","blocked_or_forbidden","403","1","www.cdc.gov","Centers for Disease Control and Prevention / NIOSH","NIOSH Pocket Guide to Chemical Hazards - 磷化氢(Phosphine)","KB-CHEM2-0037","https://www.cdc.gov/niosh/npg/npgd0503.html","https://www.cdc.gov/niosh/npg/npgd0503.html","","","","","",""
"P1","blocked_or_forbidden","403","1","www.cdc.gov","CDC/NIOSH","NIOSH Pocket Guide - Phosphine","KB-PHASE4-0341","https://www.cdc.gov/niosh/npg/npgd0501.html","https://www.cdc.gov/niosh/npg/npgd0501.html","","","","","",""
"P1","blocked_or_forbidden","403","1","www.cdc.gov","Centers for Disease Control and Prevention (CDC) / NIOSH","Museums (Acids and Alkalis) - Engineering Controls Database","KB-PHASE4-0220","https://www.cdc.gov/niosh/engcontrols/ecd/detail28.html","https://www.cdc.gov/niosh/engcontrols/ecd/detail28.html","","","","","",""
"P1","blocked_or_forbidden","403","1","www.cdc.gov","Centers for Disease Control and Prevention / NIOSH","NIOSH Pocket Guide to Chemical Hazards - 苯酚(Phenol)","KB-CHEM2-0020","https://www.cdc.gov/niosh/npg/npgd0493.html","https://www.cdc.gov/niosh/npg/npgd0493.html","","","","","",""
"P1","blocked_or_forbidden","403","1","www.cdc.gov","Centers for Disease Control and Prevention (CDC) / NIOSH","Lewisite (L): Blister Agent | NIOSH Emergency Response Card","KB-PHASE4-0238","https://www.cdc.gov/niosh/ershdb/emergencyresponsecard_29750006.html","https://www.cdc.gov/niosh/ershdb/emergencyresponsecard_29750006.html","","","","","",""
"P1","blocked_or_forbidden","403","1","www.cdc.gov","Centers for Disease Control and Prevention (CDC) / NIOSH","Carbon Monoxide - IDLH Documentation","KB-PHASE4-0245","https://www.cdc.gov/niosh/idlh/630080.html","https://www.cdc.gov/niosh/idlh/630080.html","","","","","",""
"P1","blocked_or_forbidden","403","1","www.cdc.gov","Centers for Disease Control and Prevention (CDC) / NIOSH","Hydrogen Sulfide - IDLH Documentation","KB-PHASE4-0246","https://www.cdc.gov/niosh/idlh/7783064.html","https://www.cdc.gov/niosh/idlh/7783064.html","","","","","",""
"P1","blocked_or_forbidden","403","1","www.cdc.gov","Centers for Disease Control and Prevention (CDC) / NIOSH","Nitrogen Mustard HN-3: Blister Agent | NIOSH Emergency Response Card","KB-PHASE4-0232","https://www.cdc.gov/niosh/ershdb/emergencyresponsecard_29750012.html","https://www.cdc.gov/niosh/ershdb/emergencyresponsecard_29750012.html","","","","","",""
"P1","blocked_or_forbidden","403","1","www.cdc.gov","Centers for Disease Control and Prevention (CDC) / NIOSH","Trichloroethylene - IDLH Documentation","KB-PHASE4-0255","https://www.cdc.gov/niosh/idlh/79016.html","https://www.cdc.gov/niosh/idlh/79016.html","","","","","",""
"P1","blocked_or_forbidden","403","1","www.cdc.gov","CDC/NIOSH","Acrylamide - IDLH | NIOSH","KB-PHASE4-0293","https://www.cdc.gov/niosh/idlh/79061.html","https://www.cdc.gov/niosh/idlh/79061.html","","","","","",""
"P1","blocked_or_forbidden","403","1","www.cdc.gov","CDC/NIOSH","NIOSH Pocket Guide - 2-Methoxyethanol","KB-PHASE4-0336","https://www.cdc.gov/niosh/npg/npgd0394.html","https://www.cdc.gov/niosh/npg/npgd0394.html","","","","","",""
"P1","blocked_or_forbidden","403","1","www.cdc.gov","Centers for Disease Control and Prevention (CDC) / NIOSH","Naphtha (coal tar) - IDLH | NIOSH","KB-PHASE4-0253","https://www.cdc.gov/niosh/idlh/8030306.html","https://www.cdc.gov/niosh/idlh/8030306.html","","","","","",""
"P1","blocked_or_forbidden","403","1","www.cdc.gov","Centers for Disease Control and Prevention (CDC) / NIOSH","Acrylonitrile - IDLH | NIOSH","KB-PHASE4-0254","https://www.cdc.gov/niosh/idlh/107131.html","https://www.cdc.gov/niosh/idlh/107131.html","","","","","",""
"P1","blocked_or_forbidden","403","1","www.cdc.gov","CDC/NIOSH","NIOSH Pocket Guide - Dichloromethane","KB-PHASE4-0332","https://www.cdc.gov/niosh/npg/npgd0388.html","https://www.cdc.gov/niosh/npg/npgd0388.html","","","","","",""
"P1","blocked_or_forbidden","403","1","www.cdc.gov","CDC/NIOSH","NIOSH Pocket Guide - Isopropyl alcohol","KB-PHASE4-0330","https://www.cdc.gov/niosh/npg/npgd0359.html","https://www.cdc.gov/niosh/npg/npgd0359.html","","","","","",""
"P1","blocked_or_forbidden","403","1","www.cdc.gov","CDC/NIOSH","NIOSH Pocket Guide - Hydrogen sulfide","KB-PHASE4-0342","https://www.cdc.gov/niosh/npg/npgd0336.html","https://www.cdc.gov/niosh/npg/npgd0336.html","","","","","",""
"P1","blocked_or_forbidden","403","1","www.cdc.gov","CDC/NIOSH","NIOSH Pocket Guide - Nitrogen","KB-PHASE4-0345","https://www.cdc.gov/niosh/npg/npgd0466.html","https://www.cdc.gov/niosh/npg/npgd0466.html","","","","","",""
"P1","blocked_or_forbidden","403","1","www.cdc.gov","CDC/NIOSH","White Phosphorus: Systemic Agent | NIOSH","KB-PHASE4-0304","https://www.cdc.gov/niosh/ershdb/emergencyresponsecard_29750025.html","https://www.cdc.gov/niosh/ershdb/emergencyresponsecard_29750025.html","","","","","",""
"P1","blocked_or_forbidden","403","1","www.nrc.gov","U.S. Nuclear Regulatory Commission (NRC)","Potential Radioactive Contaminants and Radiological Classifications","KB-RECO-0089","https://www.nrc.gov/docs/ML0822/ML082280814.pdf","https://www.nrc.gov/docs/ML0822/ML082280814.pdf","","","","","",""
"P1","blocked_or_forbidden","403","1","www.nrc.gov","U.S. Nuclear Regulatory Commission (NRC)","PART 61 - Licensing Requirements for Land Disposal of Radioactive Waste","KB-RECO-0098","https://www.nrc.gov/reading-rm/doc-collections/cfr/part061/full-text.html","https://www.nrc.gov/reading-rm/doc-collections/cfr/part061/full-text.html","","","","","",""
"P1","blocked_or_forbidden","403","1","www.nrc.gov","U.S. Nuclear Regulatory Commission (NRC)","10 CFR Part 30 - Rules of General Applicability","KB-RECO-0175","https://www.nrc.gov/reading-rm/doc-collections/cfr/part030/full-text.html","https://www.nrc.gov/reading-rm/doc-collections/cfr/part030/full-text.html","","","","","",""
"P1","blocked_or_forbidden","403","1","www.nrc.gov","U.S. Nuclear Regulatory Commission (NRC)","Regulatory Guide 8.14 - Personnel Neutron Dosimeters","KB-RECO-0095","https://www.nrc.gov/docs/ML1306/ML13064A088.pdf","https://www.nrc.gov/docs/ML1306/ML13064A088.pdf","","","","","",""
"P1","blocked_or_forbidden","403","1","www.nrc.gov","U.S. Nuclear Regulatory Commission (NRC)","ALARA - As Low As Reasonably Achievable","KB-RECO-0084","https://www.nrc.gov/docs/ML1204/ML12044A227.pdf","https://www.nrc.gov/docs/ML1204/ML12044A227.pdf","","","","","",""
"P1","blocked_or_forbidden","403","1","www.nrc.gov","U.S. Nuclear Regulatory Commission (NRC)","Item 19 Emergency Procedures for Radioactive Spills","KB-RECO-0106","https://www.nrc.gov/docs/ML0827/ML082750235.pdf","https://www.nrc.gov/docs/ML0827/ML082750235.pdf","","","","","",""
"P1","blocked_or_forbidden","403","1","www.nrc.gov","U.S. Nuclear Regulatory Commission (NRC)","Low Level Radioactive Waste Toolbox for Materials Users","KB-RECO-0097","https://www.nrc.gov/materials/toolboxes/llrw-waste","https://www.nrc.gov/materials/toolboxes/llrw-waste","","","","","",""
"P1","blocked_or_forbidden","403","1","www.nrc.gov","U.S. Nuclear Regulatory Commission","NRC Licensing Requirements","KB-PHASE4-0812","https://www.nrc.gov/about-nrc/regulatory/licensing.html","https://www.nrc.gov/about-nrc/regulatory/licensing.html","","","","","",""
"P1","blocked_or_forbidden","403","1","www.nrc.gov","U.S. Nuclear Regulatory Commission (NRC)","Radiation Safety in the Use of Radionuclides in Research","KB-RECO-0093","https://www.nrc.gov/materials/miau/research-medical.html","https://www.nrc.gov/materials/miau/research-medical.html","","","","","",""
"P1","blocked_or_forbidden","403","1","www.nrc.gov","U.S. Nuclear Regulatory Commission","Transportation of Radioactive Material","KB-PHASE4-0758","https://www.nrc.gov/materials/transportation.html","https://www.nrc.gov/materials/transportation.html","","","","","",""
"P1","blocked_or_forbidden","403","1","www.nrc.gov","U.S. Nuclear Regulatory Commission","Low-Level Waste Disposal Standards","KB-PHASE4-0759","https://www.nrc.gov/waste/low-level-waste.html","https://www.nrc.gov/waste/low-level-waste.html","","","","","",""
"P1","blocked_or_forbidden","403","1","www.nrc.gov","U.S. Nuclear Regulatory Commission (NRC)","Backgrounder on Tritium, Radiation Protection Limits, and Drinking Water Standards","KB-RECO-0088","https://www.nrc.gov/reading-rm/doc-collections/fact-sheets/tritium-radiation-fs","https://www.nrc.gov/reading-rm/doc-collections/fact-sheets/tritium-radiation-fs","","","","","",""
"P1","blocked_or_forbidden","403","1","www.nrc.gov","U.S. Nuclear Regulatory Commission","Personal Protective Equipment (PPE) in Radiological Emergencies","KB-PHASE4-0757","https://www.nrc.gov/about-nrc/emerg-preparedness/about-emerg-preparedness/ppe.html","https://www.nrc.gov/about-nrc/emerg-preparedness/about-emerg-preparedness/ppe.html","","","","","",""
"P1","blocked_or_forbidden","403","1","www.nrc.gov","U.S. Nuclear Regulatory Commission (NRC)","MD 10.131 Protection of NRC Employees Against Ionizing Radiation","KB-RECO-0177","https://www.nrc.gov/docs/ML1609/ML16090A100.pdf","https://www.nrc.gov/docs/ML1609/ML16090A100.pdf","","","","","",""
"P1","blocked_or_forbidden","403","1","www.osha.gov","U.S. Occupational Safety and Health Administration (OSHA)","CPL 02-01-065 Process Safety Management of Highly Hazardous Chemicals","KB-PHASE4-0041","https://www.osha.gov/sites/default/files/enforcement/directives/CPL_02-01-065.pdf","https://www.osha.gov/sites/default/files/enforcement/directives/CPL_02-01-065.pdf","","","","","",""
"P1","blocked_or_forbidden","403","1","www.osha.gov","Occupational Safety and Health Administration (OSHA)","29 CFR 1915.172 - Portable air receivers","KB-RECO-0165","https://www.osha.gov/laws-regs/regulations/standardnumber/1915/1915.172","https://www.osha.gov/laws-regs/regulations/standardnumber/1915/1915.172","","","","","",""
"P1","blocked_or_forbidden","403","1","www.osha.gov","U.S. Occupational Safety and Health Administration","OSHA Hazard Communication Standard 29 CFR 1910.1200","KB-RECO-0212","https://www.osha.gov/laws-regs/regulations/standardnumber/1915/1915.507","https://www.osha.gov/laws-regs/regulations/standardnumber/1915/1915.507","","","","","",""
"P1","blocked_or_forbidden","403","1","www.osha.gov","Occupational Safety and Health Administration","1910.38 - Emergency Action Plans","KB-PHASE4-0799","https://www.osha.gov/laws-regs/regulations/standardnumber/1910/1910.38","https://www.osha.gov/laws-regs/regulations/standardnumber/1910/1910.38","","","","","",""
"P1","blocked_or_forbidden","403","1","www.osha.gov","Occupational Safety and Health Administration (OSHA)","OSHA Hazard Information Bulletins - Hazard of Laser Surgery Smoke","KB-RECO-0137","https://www.osha.gov/laws-regs/standardinterpretations/1987-06-03","https://www.osha.gov/laws-regs/standardinterpretations/1987-06-03","","","","","",""
"P1","blocked_or_forbidden","403","1","www.osha.gov","Occupational Safety and Health Administration (OSHA)","OSHA Interpretation - Machine Guarding for Centrifuges","KB-RECO-0161","https://www.osha.gov/laws-regs/standardinterpretations/1993-04-20-0","https://www.osha.gov/laws-regs/standardinterpretations/1993-04-20-0","","","","","",""
"P1","blocked_or_forbidden","403","1","www.osha.gov","OSHA","1910.305 - Wiring methods, components, and equipment","KB-RECO-0321","https://www.osha.gov/laws-regs/regulations/standardnumber/1910/1910.305","https://www.osha.gov/laws-regs/regulations/standardnumber/1910/1910.305","","","","","",""
"P1","blocked_or_forbidden","403","1","www.osha.gov","Occupational Safety and Health Administration","Electrical Safety Related Work Practices","KB-PHASE4-0770","https://www.osha.gov/laws-regs/regulations/standardnumber/1910/1910.331","https://www.osha.gov/laws-regs/regulations/standardnumber/1910/1910.331","","","","","",""
"P1","blocked_or_forbidden","403","1","www.osha.gov","OSHA","1910.301 - Introduction to Electrical Standards","KB-RECO-0322","https://www.osha.gov/laws-regs/regulations/standardnumber/1910/1910.301","https://www.osha.gov/laws-regs/regulations/standardnumber/1910/1910.301","","","","","",""
"P1","blocked_or_forbidden","403","1","www.osha.gov","Occupational Safety and Health Administration","1910.146 - Permit-Required Confined Spaces","KB-PHASE4-0816","https://www.osha.gov/laws-regs/regulations/standardnumber/1910/1910.146","https://www.osha.gov/laws-regs/regulations/standardnumber/1910/1910.146","","","","","",""
"P1","blocked_or_forbidden","403","1","www.osha.gov","Occupational Safety and Health Administration (OSHA)","Guidelines for Pressure Vessel Safety Assessment","KB-RECO-0163","https://www.osha.gov/sites/default/files/enforcement/directives/PUB_8-1_5.pdf","https://www.osha.gov/sites/default/files/enforcement/directives/PUB_8-1_5.pdf","","","","","",""
"P1","blocked_or_forbidden","403","1","www.osha.gov","U.S. Occupational Safety and Health Administration (OSHA)","Training Marine Oil Spill Response Workers Under OSHA's HAZWOPER Standard (OSHA 3172)","KB-PHASE4-0020","https://www.osha.gov/sites/default/files/publications/OSHA3172.pdf","https://www.osha.gov/sites/default/files/publications/OSHA3172.pdf","","","","","",""
"P1","blocked_or_forbidden","403","1","www.osha.gov","Occupational Safety and Health Administration","1910.151 - Medical services and first aid","KB-PHASE4-0802","https://www.osha.gov/laws-regs/regulations/standardnumber/1910/1910.151","https://www.osha.gov/laws-regs/regulations/standardnumber/1910/1910.151","","","","","",""
"P1","blocked_or_forbidden","403","1","www.osha.gov","U.S. Occupational Safety and Health Administration","OSHA Temporary Worker Initiative","KB-RECO-0257","https://www.osha.gov/sites/default/files/publications/OSHA3780.pdf","https://www.osha.gov/sites/default/files/publications/OSHA3780.pdf","","","","","",""
