"priority","traceability_status","http_status","affected_row_count","domain","source_orgs","sample_source_title","sample_ids","url","final_url","error","manual_result","manual_access_time","reviewer","evidence_note","recommended_action"
"P1","blocked_or_forbidden","403","8","www.cdc.gov","CDC","Biosafety in Microbiological and Biomedical Laboratories (BMBL) 6th Edition","KB-RECO-0323;KB-RECO-0324;KB-RECO-0325;KB-RECO-0326;KB-RECO-0327","https://www.cdc.gov/labs/bmbl/","https://www.cdc.gov/labs/bmbl/","","","","","",""
"P1","network_error","","7","www.ncbi.nlm.nih.gov","National Academies Press / NCBI Bookshelf","Prudent Practices in the Laboratory - General Laboratory Safety","EXT-NCBI-PRUDENT-GENERAL-001-73840beb8a;EXT-NCBI-PRUDENT-GENERAL-002-21091728d9;EXT-NCBI-PRUDENT-GENERAL-003-1f17125990;EXT-NCBI-PRUDENT-GENERAL-004-27c598de07;EXT-NCBI-PRUDENT-GENERAL-006-b4447fc146","https://www.ncbi.nlm.nih.gov/books/NBK55878/","","ReadTimeout: HTTPSConnectionPool(host='www.ncbi.nlm.nih.gov', port=443): Read timed out. (read timeout=15)","","","","",""
"P1","blocked_or_forbidden","403","7","www.nrc.gov","U.S. Nuclear Regulatory Commission (NRC)","10 CFR Part 20 - Standards for Protection Against Radiation","KB-RECO-0085;KB-RECO-0087;KB-RECO-0100;KB-RECO-0176;KB-RECO-0179","https://www.nrc.gov/reading-rm/doc-collections/cfr/part020/","https://www.nrc.gov/reading-rm/doc-collections/cfr/part020/","","","","","",""
"P1","blocked_or_forbidden","403","7","www.nrc.gov","U.S. Nuclear Regulatory Commission","Radiation Protection Standards","KB-PHASE4-0754;KB-PHASE4-0755;KB-PHASE4-0756;KB-PHASE4-0760;KB-PHASE4-0810","https://www.nrc.gov/about-nrc/radiation/protects-you/protection-principles.html","https://www.nrc.gov/about-nrc/radiation/protects-you/protection-principles.html","","","","","",""
"P1","blocked_or_forbidden","403","7","www.osha.gov","OSHA;Occupational Safety and Health Administration;U.S. Occupational Safety and Health Administration (OSHA)","1910.1200 - Hazard Communication","KB-PHASE4-0010;KB-PHASE4-0614;KB-PHASE4-0618;KB-PHASE4-0777;KB-PHASE4-0782","https://www.osha.gov/laws-regs/regulations/standardnumber/1910/1910.1200","https://www.osha.gov/laws-regs/regulations/standardnumber/1910/1910.1200","","","","","",""
"P1","blocked_or_forbidden","403","7","www.osha.gov","OSHA","OSHA Hazard Communication Standard - Appendix C","KB-PHASE4-0390;KB-PHASE4-0391;KB-PHASE4-0396;KB-PHASE4-0397;KB-PHASE4-0398","https://www.osha.gov/hazcom/appendix-c","https://www.osha.gov/hazcom/appendix-c","","","","","",""
"P1","blocked_or_forbidden","403","5","osp.od.nih.gov","NIH","NIH Guidelines for Research Involving Recombinant or Synthetic Nucleic Acid Molecules","KB-RECO-0331;KB-RECO-0332;KB-RECO-0333;KB-RECO-0334;KB-RECO-0335","https://osp.od.nih.gov/wp-content/uploads/NIH_Guidelines.pdf","https://osp.od.nih.gov/wp-content/uploads/NIH_Guidelines.pdf","ConnectionError: HTTPSConnectionPool(host='osp.od.nih.gov', port=443): Read timed out.","","","","",""
"P1","blocked_or_forbidden","403","5","www.cdc.gov","Centers for Disease Control and Prevention;Centers for Disease Control and Prevention / National Institutes of Health","Biosafety in Microbiological and Biomedical Laboratories","KB-PHASE4-0752;KB-PHASE4-0753;KB-PHASE4-0788;KB-PHASE4-0789;KB-PHASE4-0790","https://www.cdc.gov/labs/bmbl.html","https://www.cdc.gov/labs/bmbl.html","","","","","",""
"P1","blocked_or_forbidden","403","5","www.osha.gov","OSHA;OSHA (Occupational Safety and Health Administration);OSHA / ANSI","OSHA Requirements for Eyewash and Shower Facilities","KB-RECO-0417;KB-RECO-0427;KB-PHASE4-0621;KB-PHASE4-0685;KB-PHASE4-0698","https://www.osha.gov/laws-regs/standardinterpretations/2009-06-01","https://www.osha.gov/laws-regs/standardinterpretations/2009-06-01","","","","","",""
"P1","blocked_or_forbidden","403","5","www.osha.gov","OSHA;OSHA / Cornell University EHS","OSHA - How to Plan for Workplace Emergencies and Evacuations","KB-PHASE4-0583;KB-PHASE4-0604;KB-PHASE4-0654;KB-PHASE4-0696;KB-PHASE4-0707","https://www.osha.gov/sites/default/files/publications/OSHA3088.pdf","https://www.osha.gov/sites/default/files/publications/OSHA3088.pdf","","","","","",""
"P1","blocked_or_forbidden","403","4","www.osha.gov","Occupational Safety and Health Administration","Laser Hazards - OSHA Technical Manual","KB-PHASE4-0762;KB-PHASE4-0763;KB-PHASE4-0764;KB-PHASE4-0765","https://www.osha.gov/etools/shipyard-equipment/lasers","https://www.osha.gov/etools/shipyard-equipment/lasers","","","","","",""
"P1","blocked_or_forbidden","403","4","www.osha.gov","Occupational Safety and Health Administration (OSHA)","eTool: Hospitals - Surgical Suite - Laser Hazards","KB-RECO-0114;KB-RECO-0115;KB-RECO-0128;KB-RECO-0135","https://www.osha.gov/etools/hospitals/surgical-suite/laser-hazards","https://www.osha.gov/etools/hospitals/surgical-suite/laser-hazards","","","","","",""
"P1","blocked_or_forbidden","403","4","www.osha.gov","OSHA","Hazard Communication Standard - 1910.1200","KB-RECO-0311;KB-RECO-0312;KB-RECO-0313;KB-RECO-0314","https://www.osha.gov/laws-regs/interlinking/standards/1910.1200","https://www.osha.gov/laws-regs/interlinking/standards/1910.1200","","","","","",""
"P1","blocked_or_forbidden","403","4","www.osha.gov","OSHA;Occupational Safety and Health Administration","1910.1030 - Bloodborne pathogens","KB-RECO-0363;KB-RECO-0364;KB-PHASE4-0737;KB-PHASE4-0796","https://www.osha.gov/laws-regs/regulations/standardnumber/1910/1910.1030","https://www.osha.gov/laws-regs/regulations/standardnumber/1910/1910.1030","","","","","",""
"P1","blocked_or_forbidden","403","4","www.osha.gov","OSHA","OSHA Hazard Communication Standard Pictograms","KB-PHASE4-0392;KB-PHASE4-0393;KB-PHASE4-0394;KB-PHASE4-0395","https://www.osha.gov/sites/default/files/publications/OSHA3678.pdf","https://www.osha.gov/sites/default/files/publications/OSHA3678.pdf","","","","","",""
"P1","blocked_or_forbidden","403","4","www.osha.gov","OSHA;OSHA (Occupational Safety and Health Administration)","Laboratory Safety Chemical Hygiene Plan","KB-RECO-0420;KB-PHASE4-0569;KB-PHASE4-0584;KB-PHASE4-0681","https://www.osha.gov/sites/default/files/publications/OSHAFACTSHEET-LABORATORY-SAFETY-CHEMICAL-HYGIENE-PLAN.pdf","https://www.osha.gov/sites/default/files/publications/OSHAFACTSHEET-LABORATORY-SAFETY-CHEMICAL-HYGIENE-PLAN.pdf","","","","","",""
"P1","network_error","","3","openstd.samr.gov.cn","国家市场监督管理总局/国家标准委","GB/T 13869-2017 用电安全导则","KB-1011;KB-1013;KB-1014","https://openstd.samr.gov.cn/bzgk/gb/newGbInfo?hcno=0E0C42CADDB0D3E8DA27FECB80CCDE02","","ConnectionError: ('Connection aborted.', RemoteDisconnected('Remote end closed connection without response'))","","","","",""
"P1","network_error","","3","www.agilent.com","Agilent Technologies","Agilent 7890B GC Safety Manual","KB-PHASE4-0422;KB-PHASE4-0429;KB-PHASE4-0491","https://www.agilent.com/cs/library/usermanuals/public/7890B_Safety.pdf","","ConnectionError: ('Connection aborted.', ConnectionResetError(10054, '远程主机强迫关闭了一个现有的连接。', None, 10054, None))","","","","",""
"P1","blocked_or_forbidden","403","3","www.cdc.gov","CDC/NIOSH;Centers for Disease Control and Prevention (CDC) / NIOSH;Centers for Disease Control and Prevention / NIOSH","Toluene - NIOSH Pocket Guide","KB-PHASE4-0247;KB-PHASE4-0314;KB-CHEM2-0015","https://www.cdc.gov/niosh/npg/npgd0619.html","https://www.cdc.gov/niosh/npg/npgd0619.html","","","","","",""
"P1","blocked_or_forbidden","403","3","www.cdc.gov","Centers for Disease Control and Prevention (CDC) / NIOSH","Skin Exposures and Effects | NIOSH","KB-PHASE4-0210;KB-PHASE4-0274;KB-PHASE4-0277","https://www.cdc.gov/niosh/skin-exposure/about/index.html","https://www.cdc.gov/niosh/skin-exposure/about/index.html","","","","","",""
"P1","blocked_or_forbidden","403","3","www.cdc.gov","CDC/NIOSH","Nanotechnology | NIOSH | CDC","KB-PHASE4-0305;KB-PHASE4-0339;KB-PHASE4-0340","https://www.cdc.gov/niosh/nano/about/index.html","https://www.cdc.gov/niosh/nano/about/index.html","","","","","",""
"P1","blocked_or_forbidden","403","3","www.nrc.gov","U.S. Nuclear Regulatory Commission (NRC)","Application for license for use of I-125","KB-RECO-0090;KB-RECO-0099;KB-RECO-0189","https://www.nrc.gov/docs/ML2014/ML20147A696.pdf","https://www.nrc.gov/docs/ML2014/ML20147A696.pdf","","","","","",""
"P1","blocked_or_forbidden","403","3","www.osha.gov","Occupational Safety and Health Administration (OSHA);U.S. Food and Drug Administration (FDA) / OSHA","Laser Hazards - Standards","KB-RECO-0119;KB-RECO-0127;KB-RECO-0131","https://www.osha.gov/laser-hazards/standards","https://www.osha.gov/laser-hazards/standards","","","","","",""
"P1","blocked_or_forbidden","403","3","www.osha.gov","OSHA;OSHA (Occupational Safety and Health Administration);Occupational Safety and Health Administration","1910.134 - Respiratory protection","KB-RECO-0366;KB-RECO-0425;KB-PHASE4-0787","https://www.osha.gov/laws-regs/regulations/standardnumber/1910/1910.134","https://www.osha.gov/laws-regs/regulations/standardnumber/1910/1910.134","","","","","",""
"P1","blocked_or_forbidden","403","3","www.osha.gov","OSHA;Occupational Safety and Health Administration","OSHA 29 CFR 1910.120 HAZWOPER; EPA Levels of Protection","KB-GAP-8018;KB-RECO-0317;KB-PHASE4-0805","https://www.osha.gov/laws-regs/regulations/standardnumber/1910/1910.120","https://www.osha.gov/laws-regs/regulations/standardnumber/1910/1910.120","","","","","",""
"P1","blocked_or_forbidden","403","3","www.osha.gov","U.S. Occupational Safety and Health Administration","OSHA Laboratory Standard Fact Sheet","KB-RECO-0209;KB-RECO-0213;KB-RECO-0227","https://www.osha.gov/sites/default/files/publications/OSHAFACTSHEET-LABORATORY-SAFETY-OSHA-LAB-STANDARD.pdf","https://www.osha.gov/sites/default/files/publications/OSHAFACTSHEET-LABORATORY-SAFETY-OSHA-LAB-STANDARD.pdf","","","","","",""
"P1","blocked_or_forbidden","403","3","www.osha.gov","OSHA;Occupational Safety and Health Administration","1910.333 - Selection and use of work practices","KB-RECO-0319;KB-PHASE4-0768;KB-PHASE4-0769","https://www.osha.gov/laws-regs/regulations/standardnumber/1910/1910.333","https://www.osha.gov/laws-regs/regulations/standardnumber/1910/1910.333","","","","","",""
"P1","blocked_or_forbidden","403","3","www.osha.gov","Occupational Safety and Health Administration (OSHA)","Hospital Investigations: Health Hazards - Ionizing Radiation","KB-RECO-0107;KB-RECO-0108;KB-RECO-0109","https://www.osha.gov/otm/section-6-health-care-facilities/chapter-1","https://www.osha.gov/otm/section-6-health-care-facilities/chapter-1","","","","","",""
"P1","blocked_or_forbidden","403","3","www.osha.gov","Occupational Safety and Health Administration","Lockout/Tagout Standard","KB-PHASE4-0771;KB-PHASE4-0785;KB-PHASE4-0786","https://www.osha.gov/laws-regs/regulations/standardnumber/1910/1910.147","https://www.osha.gov/laws-regs/regulations/standardnumber/1910/1910.147","","","","","",""
"P1","network_error","","2","openstd.samr.gov.cn","国家市场监督管理总局/国家标准委","GB 19489-2008 实验室生物安全通用要求","KB-1016;KB-1017","https://openstd.samr.gov.cn/bzgk/gb/newGbInfo?hcno=AEC2B0CFFC2BF1B8C7CF1888B77E2FE4","","ConnectionError: ('Connection aborted.', RemoteDisconnected('Remote end closed connection without response'))","","","","",""
"P1","blocked_or_forbidden","403","2","osp.od.nih.gov","NIH / CBD;National Institutes of Health","NIH Guidelines for Research Involving Recombinant DNA Molecules; Cartagena Protocol on Biosafety","KB-GAP-8030;KB-PHASE4-0791","https://osp.od.nih.gov/biotechnology/nih-guidelines/","https://osp.od.nih.gov/biotechnology/nih-guidelines/","ConnectionError: HTTPSConnectionPool(host='osp.od.nih.gov', port=443): Read timed out.","","","","",""
"P1","network_error","","2","www.agilent.com","Agilent Technologies","Agilent GC/MS Hydrogen Safety User Manual","KB-PHASE4-0424;KB-PHASE4-0431","https://www.agilent.com/cs/library/usermanuals/public/user-manual-gcms-hydrogen-safety-q7003-90053-en-agilent.pdf","","ConnectionError: ('Connection aborted.', ConnectionResetError(10054, '远程主机强迫关闭了一个现有的连接。', None, 10054, None))","","","","",""
"P1","network_error","","2","www.agilent.com","Agilent Technologies","LC best practices tech note - Agilent","KB-PHASE4-0439;KB-PHASE4-0488","https://www.agilent.com/cs/library/primers/public/Best_Practice_LC_Operations.pdf","","ConnectionError: ('Connection aborted.', ConnectionResetError(10054, '远程主机强迫关闭了一个现有的连接。', None, 10054, None))","","","","",""
"P1","network_error","","2","www.agilent.com","Agilent Technologies","Agilent 7890A GC User Manual Collection","KB-PHASE4-0428;KB-PHASE4-0480","https://www.agilent.com/cs/library/usermanuals/public/7890A%20GC%20User%20Manual%20Collection.pdf","","ConnectionError: ('Connection aborted.', ConnectionResetError(10054, '远程主机强迫关闭了一个现有的连接。', None, 10054, None))","","","","",""
"P1","blocked_or_forbidden","403","2","www.cdc.gov","CDC/NIOSH;Centers for Disease Control and Prevention / NIOSH","NIOSH Pocket Guide - Xylene","KB-PHASE4-0315;KB-CHEM2-0016","https://www.cdc.gov/niosh/npg/npgd0667.html","https://www.cdc.gov/niosh/npg/npgd0667.html","","","","","",""
"P1","blocked_or_forbidden","403","2","www.cdc.gov","CDC/NIOSH;Centers for Disease Control and Prevention (CDC) / NIOSH","Benzene - IDLH | NIOSH","KB-PHASE4-0241;KB-PHASE4-0280","https://www.cdc.gov/niosh/idlh/71432.html","https://www.cdc.gov/niosh/idlh/71432.html","","","","","",""
"P1","blocked_or_forbidden","403","2","www.cdc.gov","CDC/NIH;Centers for Disease Control and Prevention (CDC) / NIH","Biosafety in Microbiological and Biomedical Laboratories (BMBL) 6th Edition","WEBX-019-001;KB-RECO-0193","https://www.cdc.gov/labs/bmbl/index.html","https://www.cdc.gov/labs/bmbl/index.html","","","","","",""
"P1","blocked_or_forbidden","403","2","www.cdc.gov","CDC/NIOSH;Centers for Disease Control and Prevention (CDC) / NIOSH","Health Effects of Occupational Exposure to Silver Nanomaterials","KB-PHASE4-0216;KB-PHASE4-0306","https://www.cdc.gov/niosh/docs/2021-112/default.html","https://www.cdc.gov/niosh/docs/2021-112/default.html","","","","","",""
"P1","blocked_or_forbidden","403","2","www.cdc.gov","Centers for Disease Control and Prevention (CDC) / NIOSH;Centers for Disease Control and Prevention / NIOSH","Ammonia - IDLH Documentation","KB-PHASE4-0256;KB-CHEM2-0029","https://www.cdc.gov/niosh/idlh/7664417.html","https://www.cdc.gov/niosh/idlh/7664417.html","","","","","",""
"P1","blocked_or_forbidden","403","2","www.cdc.gov","CDC/NIOSH","Organic Solvents | NIOSH | CDC","KB-PHASE4-0299;KB-PHASE4-0318","https://www.cdc.gov/niosh/topics/organsolv/","https://www.cdc.gov/niosh/topics/organsolv/","","","","","",""
"P1","blocked_or_forbidden","403","2","www.cdc.gov","CDC/NIOSH;Centers for Disease Control and Prevention / NIOSH","NIOSH Pocket Guide - Tetrahydrofuran","KB-PHASE4-0319;KB-CHEM2-0030","https://www.cdc.gov/niosh/npg/npgd0602.html","https://www.cdc.gov/niosh/npg/npgd0602.html","","","","","",""
"P1","blocked_or_forbidden","403","2","www.cdc.gov","CDC/NIOSH;Centers for Disease Control and Prevention / NIOSH","NIOSH Pocket Guide - Methyl alcohol","KB-PHASE4-0283;KB-CHEM2-0009","https://www.cdc.gov/niosh/npg/npgd0397.html","https://www.cdc.gov/niosh/npg/npgd0397.html","","","","","",""
"P1","blocked_or_forbidden","403","2","www.cdc.gov","Centers for Disease Control and Prevention (CDC) / NIOSH","Mustard-Lewisite Mixture (HL): Blister Agent | NIOSH Emergency Response Card","KB-PHASE4-0239;KB-PHASE4-0276","https://www.cdc.gov/niosh/ershdb/emergencyresponsecard_29750007.html","https://www.cdc.gov/niosh/ershdb/emergencyresponsecard_29750007.html","","","","","",""
"P1","blocked_or_forbidden","403","2","www.cdc.gov","CDC/NIOSH;Centers for Disease Control and Prevention / NIOSH","NIOSH Pocket Guide - n-Hexane","KB-PHASE4-0331;KB-CHEM2-0014","https://www.cdc.gov/niosh/npg/npgd0312.html","https://www.cdc.gov/niosh/npg/npgd0312.html","","","","","",""
"P1","blocked_or_forbidden","403","2","www.cdc.gov","Centers for Disease Control and Prevention (CDC) / NIOSH;Centers for Disease Control and Prevention / NIOSH","Ethylene Oxide - NIOSH Pocket Guide","KB-PHASE4-0257;KB-CHEM2-0012","https://www.cdc.gov/niosh/npg/npgd0277.html","https://www.cdc.gov/niosh/npg/npgd0277.html","","","","","",""
"P1","blocked_or_forbidden","403","2","www.cdc.gov","CDC/NIOSH;Centers for Disease Control and Prevention / NIOSH","NIOSH Pocket Guide - Ethylene oxide","KB-PHASE4-0326;KB-CHEM2-0013","https://www.cdc.gov/niosh/npg/npgd0267.html","https://www.cdc.gov/niosh/npg/npgd0267.html","","","","","",""
"P1","blocked_or_forbidden","403","2","www.cdc.gov","CDC/NIOSH;Centers for Disease Control and Prevention / NIOSH","NIOSH Pocket Guide - 2-Ethoxyethanol","KB-PHASE4-0337;KB-CHEM2-0010","https://www.cdc.gov/niosh/npg/npgd0262.html","https://www.cdc.gov/niosh/npg/npgd0262.html","","","","","",""
"P1","blocked_or_forbidden","403","2","www.cdc.gov","CDC/NIOSH;Centers for Disease Control and Prevention / NIOSH","NIOSH Pocket Guide - Chloroform","KB-PHASE4-0320;KB-CHEM2-0018","https://www.cdc.gov/niosh/npg/npgd0107.html","https://www.cdc.gov/niosh/npg/npgd0107.html","","","","","",""
"P1","blocked_or_forbidden","403","2","www.cdc.gov","CDC/NIOSH;Centers for Disease Control and Prevention (CDC) / NIOSH","Hydrogen Fluoride/Hydrofluoric Acid: Systemic Agent | NIOSH","KB-PHASE4-0243;KB-PHASE4-0286","https://www.cdc.gov/niosh/ershdb/emergencyresponsecard_29750030.html","https://www.cdc.gov/niosh/ershdb/emergencyresponsecard_29750030.html","","","","","",""
"P1","blocked_or_forbidden","403","2","www.cdc.gov","CDC/NIOSH;Centers for Disease Control and Prevention / NIOSH","NIOSH Pocket Guide - Acetonitrile","KB-PHASE4-0327;KB-CHEM2-0033","https://www.cdc.gov/niosh/npg/npgd0008.html","https://www.cdc.gov/niosh/npg/npgd0008.html","","","","","",""
"P1","blocked_or_forbidden","403","2","www.cdc.gov","CDC/NIOSH;Centers for Disease Control and Prevention / NIOSH","NIOSH Pocket Guide - Acetone","KB-PHASE4-0328;KB-CHEM2-0011","https://www.cdc.gov/niosh/npg/npgd0004.html","https://www.cdc.gov/niosh/npg/npgd0004.html","","","","","",""
"P1","blocked_or_forbidden","403","2","www.cdc.gov","CDC/NIOSH","Immediately Dangerous to Life or Health - Lithium Hydride | NIOSH","KB-PHASE4-0310;KB-PHASE4-0321","https://www.cdc.gov/niosh/idlh/intridl4.html","https://www.cdc.gov/niosh/idlh/intridl4.html","","","","","",""
"P1","blocked_or_forbidden","403","2","www.cdc.gov","CDC/NIOSH;Centers for Disease Control and Prevention / NIOSH","Cyanides - IDLH | NIOSH","KB-PHASE4-0288;KB-CHEM2-0022","https://www.cdc.gov/niosh/idlh/cyanides.html","https://www.cdc.gov/niosh/idlh/cyanides.html","","","","","",""
"P1","blocked_or_forbidden","403","2","www.cdc.gov","Centers for Disease Control and Prevention (CDC) / NIOSH;Centers for Disease Control and Prevention / NIOSH","Chlorine - IDLH | NIOSH","KB-PHASE4-0244;KB-CHEM2-0028","https://www.cdc.gov/niosh/idlh/7782505.html","https://www.cdc.gov/niosh/idlh/7782505.html","","","","","",""
"P1","blocked_or_forbidden","403","2","www.cdc.gov","CDC/NIOSH;Centers for Disease Control and Prevention (CDC) / NIOSH","Methylene Chloride - NIOSH Pocket Guide","KB-PHASE4-0249;KB-PHASE4-0334","https://www.cdc.gov/niosh/npg/npgd0414.html","https://www.cdc.gov/niosh/npg/npgd0414.html","","","","","",""
"P1","blocked_or_forbidden","403","2","www.nrc.gov","U.S. Nuclear Regulatory Commission (NRC)","DRSS Emergency Procedures - Radioactive Spill Response","KB-RECO-0104;KB-RECO-0105","https://www.nrc.gov/docs/ML2517/ML25175A081.pdf","https://www.nrc.gov/docs/ML2517/ML25175A081.pdf","","","","","",""
"P1","blocked_or_forbidden","403","2","www.nrc.gov","U.S. Nuclear Regulatory Commission (NRC)","Consolidated Guidance: 10 CFR Part 20 - Standards for Protection Against Radiation","KB-RECO-0086;KB-RECO-0102","https://www.nrc.gov/docs/ML0133/ML013330106.pdf","https://www.nrc.gov/docs/ML0133/ML013330106.pdf","","","","","",""
"P1","blocked_or_forbidden","403","2","www.nrc.gov","U.S. Nuclear Regulatory Commission (NRC)","Regulatory Guide 8.4 - Personnel Monitoring","KB-RECO-0094;KB-RECO-0096","https://www.nrc.gov/docs/ml1019/ML101900087.pdf","https://www.nrc.gov/docs/ml1019/ML101900087.pdf","","","","","",""
"P1","blocked_or_forbidden","403","2","www.nrc.gov","U.S. Nuclear Regulatory Commission (NRC)","Supplemental Material for Radiation Safety - Isotope Information","KB-RECO-0091;KB-RECO-0092","https://www.nrc.gov/docs/ML0809/ML080910098.pdf","https://www.nrc.gov/docs/ML0809/ML080910098.pdf","","","","","",""
"P1","blocked_or_forbidden","403","2","www.osha.gov","Occupational Safety and Health Administration (OSHA)","eTool: Construction - Electrical Incidents - Power Tools","KB-RECO-0147;KB-RECO-0157","https://www.osha.gov/etools/construction/electrical-incidents/power-tools","https://www.osha.gov/etools/construction/electrical-incidents/power-tools","","","","","",""
"P1","blocked_or_forbidden","403","2","www.osha.gov","Occupational Safety and Health Administration (OSHA)","Personal Protective Equipment (OSHA 3151)","KB-RECO-0124;KB-RECO-0125","https://www.osha.gov/sites/default/files/publications/OSHA3151.pdf","https://www.osha.gov/sites/default/files/publications/OSHA3151.pdf","","","","","",""
"P1","blocked_or_forbidden","403","2","www.osha.gov","U.S. Occupational Safety and Health Administration","OSHA Job Hazard Analysis Publication 3071","KB-RECO-0244;KB-RECO-0250","https://www.osha.gov/sites/default/files/publications/OSHA3071.pdf","https://www.osha.gov/sites/default/files/publications/OSHA3071.pdf","","","","","",""
"P1","blocked_or_forbidden","403","2","www.osha.gov","OSHA (Occupational Safety and Health Administration)","OSHA Formaldehyde Standard 29 CFR 1910.1048","KB-RECO-0426;KB-RECO-0428","https://www.osha.gov/sites/default/files/publications/FORMALDEHYDE-FACTSHEET.pdf","https://www.osha.gov/sites/default/files/publications/FORMALDEHYDE-FACTSHEET.pdf","","","","","",""
"P1","blocked_or_forbidden","403","2","www.osha.gov","OSHA (Occupational Safety and Health Administration)","OSHA Field Safety and Health Management System - Appendix C: Chemical Resistant Glove Selection","KB-RECO-0421;KB-RECO-0424","https://www.osha.gov/shms/chapter-8","https://www.osha.gov/shms/chapter-8","","","","","",""
"P1","blocked_or_forbidden","403","2","www.osha.gov","Occupational Safety and Health Administration (OSHA)","Lockout of tagout requirements for electrical hazards","KB-RECO-0146;KB-RECO-0152","https://www.osha.gov/laws-regs/standardinterpretations/2015-08-05","https://www.osha.gov/laws-regs/standardinterpretations/2015-08-05","","","","","",""
"P1","blocked_or_forbidden","403","2","www.osha.gov","OSHA (Occupational Safety and Health Administration)","Peroxide Forming Chemicals Safety","KB-RECO-0401;KB-RECO-0402","https://www.osha.gov/laws-regs/standardinterpretations/1995-01-18-0","https://www.osha.gov/laws-regs/standardinterpretations/1995-01-18-0","","","","","",""
"P1","blocked_or_forbidden","403","2","www.osha.gov","Occupational Safety and Health Administration","Occupational Noise Exposure","KB-PHASE4-0776;KB-PHASE4-0804","https://www.osha.gov/laws-regs/regulations/standardnumber/1910/1910.95","https://www.osha.gov/laws-regs/regulations/standardnumber/1910/1910.95","","","","","",""
"P1","blocked_or_forbidden","403","2","www.osha.gov","Occupational Safety and Health Administration","Electrical Safety Requirements","KB-PHASE4-0766;KB-PHASE4-0767","https://www.osha.gov/laws-regs/regulations/standardnumber/1910/1910.304","https://www.osha.gov/laws-regs/regulations/standardnumber/1910/1910.304","","","","","",""
"P1","blocked_or_forbidden","403","2","www.osha.gov","Occupational Safety and Health Administration (OSHA)","29 CFR 1910.269 - Testing and test facilities","KB-RECO-0148;KB-RECO-0149","https://www.osha.gov/laws-regs/regulations/standardnumber/1910/1910.269_2","https://www.osha.gov/laws-regs/regulations/standardnumber/1910/1910.269_2","","","","","",""
"P1","blocked_or_forbidden","403","2","www.osha.gov","Occupational Safety and Health Administration","Machine Guarding General Requirements","KB-PHASE4-0772;KB-PHASE4-0773","https://www.osha.gov/laws-regs/regulations/standardnumber/1910/1910.212","https://www.osha.gov/laws-regs/regulations/standardnumber/1910/1910.212","","","","","",""
"P1","blocked_or_forbidden","403","2","www.osha.gov","Occupational Safety and Health Administration;Occupational Safety and Health Administration (OSHA)","OSHA Fire Safety - Portable Fire Extinguishers","KB-RECO-0192;KB-PHASE4-0801","https://www.osha.gov/laws-regs/regulations/standardnumber/1910/1910.157","https://www.osha.gov/laws-regs/regulations/standardnumber/1910/1910.157","","","","","",""
"P1","blocked_or_forbidden","403","2","www.osha.gov","OSHA","OSHA Laboratory Standard 1910.1450 Appendix A","KB-PHASE4-0576;KB-PHASE4-0587","https://www.osha.gov/laws-regs/regulations/standardnumber/1910/1910.1450AppA","https://www.osha.gov/laws-regs/regulations/standardnumber/1910/1910.1450AppA","","","","","",""
"P1","blocked_or_forbidden","403","2","www.osha.gov","Occupational Safety and Health Administration","Vacuum System Safety","KB-PHASE4-0775;KB-PHASE4-0798","https://www.osha.gov/laws-regs/regulations/standardnumber/1910/1910.133","https://www.osha.gov/laws-regs/regulations/standardnumber/1910/1910.133","","","","","",""
"P1","blocked_or_forbidden","403","2","www.osha.gov","OSHA;Occupational Safety and Health Administration","1910.132 - General Requirements - Personal Protective Equipment","KB-RECO-0318;KB-PHASE4-0797","https://www.osha.gov/laws-regs/regulations/standardnumber/1910/1910.132","https://www.osha.gov/laws-regs/regulations/standardnumber/1910/1910.132","","","","","",""
"P1","blocked_or_forbidden","403","2","www.osha.gov","OSHA;U.S. Occupational Safety and Health Administration (OSHA)","1910.106 - Flammable liquids","KB-RECO-0316;KB-PHASE4-0016","https://www.osha.gov/laws-regs/regulations/standardnumber/1910/1910.106","https://www.osha.gov/laws-regs/regulations/standardnumber/1910/1910.106","","","","","",""
"P1","blocked_or_forbidden","403","2","www.osha.gov","OSHA;Occupational Safety and Health Administration","1910.101 - Compressed gases (general requirements)","KB-RECO-0315;KB-PHASE4-0774","https://www.osha.gov/laws-regs/regulations/standardnumber/1910/1910.101","https://www.osha.gov/laws-regs/regulations/standardnumber/1910/1910.101","","","","","",""
"P1","blocked_or_forbidden","403","2","www.osha.gov","OSHA;U.S. Occupational Safety and Health Administration (OSHA)","Coverage of lithium-ion batteries under the Hazard Communication standard","KB-PHASE4-0034;KB-PHASE4-0401","https://www.osha.gov/laws-regs/interlinking/standards/1910.1200/standard_interpretations","https://www.osha.gov/laws-regs/interlinking/standards/1910.1200/standard_interpretations","","","","","",""
"P1","blocked_or_forbidden","403","2","www.osha.gov","U.S. Occupational Safety and Health Administration","OSHA Hazard Communication Standard - GHS Labeling","KB-RECO-0284;KB-RECO-0285","https://www.osha.gov/laws-regs/federalregister/2006-09-12-0","https://www.osha.gov/laws-regs/federalregister/2006-09-12-0","","","","","",""
"P1","blocked_or_forbidden","403","2","www.osha.gov","Occupational Safety and Health Administration (OSHA)","Lithium-ion Battery Safety Fact Sheet (OSHA FS-4480)","KB-RECO-0153;KB-RECO-0154","https://www.osha.gov/sites/default/files/publications/OSHA4480.pdf","https://www.osha.gov/sites/default/files/publications/OSHA4480.pdf","","","","","",""
