url,traceability_status,http_status,row_count,source_orgs,sample_source_title,sample_ids,final_url,content_type,bytes_sampled,error
https://coactionspecialty.safetynow.com/chemical-compatibility-storage-guidelines-quick-tips/,blocked_or_forbidden,403,1,Cornell Law School (29 CFR Reference),Chemical Compatibility Storage Guidelines,KB-PHASE4-0372,https://coactionspecialty.safetynow.com/chemical-compatibility-storage-guidelines-quick-tips/,text/html; charset=UTF-8,5986,
https://community.agilent.com/cfs-filesystemfile/__key/communityserver-discussions-components-files/23/G7446_2D00_35102B-Agilent-magnetic-Resonance-systems.pdf,open,200,7,Agilent Technologies,Agilent MR Systems Safety Guide - Magnetic Field Safety,KB-RECO-0033;KB-RECO-0034;KB-RECO-0035;KB-RECO-0036;KB-RECO-0037,https://community.agilent.com/cfs-filesystemfile/__key/communityserver-discussions-components-files/23/G7446_2D00_35102B-Agilent-magnetic-Resonance-systems.pdf,application/pdf,65536,
https://community.agilent.com/knowledge/icp-ms-portal/kmp/icp-ms-articles/kp1584.assembling-the-icp-ms-spray-chamber,open,200,1,Agilent Technologies,Agilent ICP-MS Spray Chamber Assembly Safety,KB-PHASE4-0460,https://community.agilent.com/knowledge/icp-ms-portal/kmp/icp-ms-articles/kp1584.assembling-the-icp-ms-spray-chamber,text/html,848,
https://community.agilent.com/technical/consumables/w/wiki/3840/stay-safe-a-win-win-for-solvent-storage,open,200,1,Agilent Technologies,Stay Safe: A Win-Win for Solvent Storage - Agilent Community,KB-PHASE4-0438,https://community.agilent.com/technical/consumables/w/wiki/3840/stay-safe-a-win-win-for-solvent-storage,text/html,849,
https://dehs.umn.edu/biological-safety-cabinets,blocked_or_forbidden,403,1,University of Minnesota DEHS,Biological Safety Cabinets,WEBX-048-001,https://dehs.umn.edu/biological-safety-cabinets,text/html; charset=UTF-8,5868,
https://documents.thermofisher.com/TFS-Assets/CAD/Application-Notes/apex-te-mct-an64724-en.pdf,open,200,1,Thermo Fisher Scientific,Thermoelectrically cooled MCT detectors enable high speed and high sensitivity FTIR gas analysis,KB-PHASE4-0550,https://documents.thermofisher.com/TFS-Assets/CAD/Application-Notes/apex-te-mct-an64724-en.pdf,application/pdf,65536,
https://documents.thermofisher.com/TFS-Assets/CMD/brochures/sn-43363-icp-oes-aas-benefits-sn43363-en.pdf,open,200,3,Thermo Fisher Scientific,Thermo Fisher ICP-OES vs AAS Benefits - Maintenance Safety,KB-RECO-0030;KB-RECO-0032;KB-PHASE4-0468,https://documents.thermofisher.com/TFS-Assets/CMD/brochures/sn-43363-icp-oes-aas-benefits-sn43363-en.pdf,application/pdf,65536,
https://documents.thermofisher.com/TFS-Assets/CMD/manuals/Man-1R120706-0002-GC-MS-Q-Exactive-Man1R1207060002-EN.pdf,open,200,11,Thermo Fisher Scientific,Q Exactive GC Mass Spectrometer Operating Manual - Safety Guidelines,KB-RECO-0003;KB-RECO-0004;KB-RECO-0007;KB-RECO-0008;KB-RECO-0009,https://documents.thermofisher.com/TFS-Assets/CMD/manuals/Man-1R120706-0002-GC-MS-Q-Exactive-Man1R1207060002-EN.pdf,application/pdf,65536,
https://documents.thermofisher.com/TFS-Assets/CMD/manuals/Man-4820-3601-LC-Vanquish-UHPLC-Man48203601-EN.pdf,blocked_or_forbidden,403,10,Thermo Fisher Scientific,Vanquish UHPLC Systems Operating Manual - Safety Precautions,KB-RECO-0011;KB-RECO-0012;KB-RECO-0013;KB-RECO-0014;KB-RECO-0015,https://documents.thermofisher.com/TFS-Assets/CMD/manuals/Man-4820-3601-LC-Vanquish-UHPLC-Man48203601-EN.pdf,application/xml,111,
https://documents.thermofisher.com/TFS-Assets/CMD/manuals/ii-1r120591-0001-isq-ec-ms-req-ii1r1205910001-en.pdf,open,200,3,Thermo Fisher Scientific,Thermo ISQ EC Mass Spectrometer - Vacuum System Safety,KB-RECO-0047;KB-PHASE4-0528;KB-PHASE4-0534,https://documents.thermofisher.com/TFS-Assets/CMD/manuals/ii-1r120591-0001-isq-ec-ms-req-ii1r1205910001-en.pdf,application/pdf,65536,
https://documents.thermofisher.com/TFS-Assets/LED/manuals/50155784-c-Thermo%20Scientific%20Sorvall%20ST%2016R-en.pdf,open,200,1,Thermo Fisher Scientific,Thermo Scientific Sorvall ST 16R Operating Manual,KB-PHASE4-0563,https://documents.thermofisher.com/TFS-Assets/LED/manuals/50155784-c-Thermo%20Scientific%20Sorvall%20ST%2016R-en.pdf,application/pdf,65536,
https://documents.thermofisher.com/TFS-Assets/LPD/Application-Notes/bsc-a2-b2-differences-appnote.pdf,open,200,1,Thermo Fisher Scientific,A2 and B2 BSC Differences Application Note,KB-RECO-0378,https://documents.thermofisher.com/TFS-Assets/LPD/Application-Notes/bsc-a2-b2-differences-appnote.pdf,application/pdf,65536,
https://documents.thermofisher.com/TFS-Assets/MSD/Product-Information/Summit-UG.pdf,open,200,5,Thermo Fisher Scientific,Nicolet Summit FTIR Spectrometer User Guide,KB-PHASE4-0548;KB-PHASE4-0549;KB-PHASE4-0551;KB-PHASE4-0552;KB-PHASE4-0557,https://documents.thermofisher.com/TFS-Assets/MSD/Product-Information/Summit-UG.pdf,application/pdf,65536,
https://documents.thermofisher.com/TFS-Assets/MSD/Technical-Notes/FL53370-gas-phase-ftir-smoke-toxicity-measurements.pdf,open,200,1,Thermo Fisher Scientific,Gas-phase FTIR for smoke toxicity measurements,KB-PHASE4-0555,https://documents.thermofisher.com/TFS-Assets/MSD/Technical-Notes/FL53370-gas-phase-ftir-smoke-toxicity-measurements.pdf,application/pdf,65536,
https://documents.thermofisher.com/TFS-Assets/MSD/manuals/summit-lite-site-and-safety-en.pdf,open,200,4,Thermo Fisher Scientific,Thermo Nicolet Summit FTIR - Purge Requirements Safety,KB-RECO-0065;KB-RECO-0066;KB-RECO-0067;KB-RECO-0068,https://documents.thermofisher.com/TFS-Assets/MSD/manuals/summit-lite-site-and-safety-en.pdf,application/pdf,65536,
https://drs.illinois.edu/Page/SafetyLibrary/PerchloricAcid,open,200,1,University of Illinois DRS,Perchloric Acid - Division of Research Safety,KB-PHASE4-0300,https://drs.illinois.edu/Page/SafetyLibrary/PerchloricAcid,text/html; charset=utf-8,65536,
https://drs.illinois.edu/Page/SafetyLibrary/hydrofluoricacid,open,200,1,University of Illinois DRS,Hydrofluoric Acid (HF) Safety Guide,KB-PHASE4-0285,https://drs.illinois.edu/Page/SafetyLibrary/hydrofluoricacid,text/html; charset=utf-8,65536,
https://eetc.qlu.edu.cn/2012/1207/c1403a25377/page.htm,open,200,1,齐鲁工业大学电子电气与控制学部,实验室一般安全规范,WEB-002-001,https://eetc.qlu.edu.cn/2012/1207/c1403a25377/page.htm,text/html,19628,
https://ehs.berkeley.edu/chemical-hygiene-plan/controlling-exposures,open,200,8,"U.S. Occupational Safety and Health Administration / UC Berkeley;UC Berkeley EH&S;University of California, Berkeley Environment, Health & Safety",UC Berkeley Chemical Hygiene Plan - Controlling Exposures,KB-RECO-0246;KB-RECO-0272;KB-RECO-0278;KB-RECO-0282;KB-RECO-0286,https://ehs.berkeley.edu/chemical-hygiene-plan/controlling-exposures,text/html; charset=utf-8,60573,
https://ehs.berkeley.edu/chemical-hygiene-plan/training-requirements,open,200,3,"University of California, Berkeley Environment, Health & Safety",UC Berkeley Chemical Hygiene Plan Training Requirements,KB-RECO-0198;KB-RECO-0206;KB-RECO-0262,https://ehs.berkeley.edu/chemical-hygiene-plan/training-requirements,text/html; charset=utf-8,49461,
https://ehs.berkeley.edu/ehs-111-compressed-gas-safety,open,200,1,UC Berkeley EHS,Compressed Gas Safety - UC Berkeley EHS 111,KB-PHASE4-0490,https://ehs.berkeley.edu/ehs-111-compressed-gas-safety,text/html; charset=utf-8,44582,
https://ehs.berkeley.edu/how-do-i-set-new-lab-0,open,200,2,UC Berkeley EH&S,UC Berkeley - How to Set Up a New Lab,KB-PHASE4-0588;KB-PHASE4-0603,https://ehs.berkeley.edu/labs-research/new-labs,text/html; charset=utf-8,52108,
