url,traceability_status,http_status,row_count,source_orgs,sample_source_title,sample_ids,final_url,content_type,bytes_sampled,error
https://openstd.samr.gov.cn/bzgk/gb/newGbInfo?hcno=0E0C42CADDB0D3E8DA27FECB80CCDE02,network_error,,3,国家市场监督管理总局/国家标准委,GB/T 13869-2017 用电安全导则,KB-1011;KB-1013;KB-1014,,,0,"ConnectionError: ('Connection aborted.', RemoteDisconnected('Remote end closed connection without response'))"
https://openstd.samr.gov.cn/bzgk/gb/newGbInfo?hcno=9C6A99E26AE0CA7E47B4BC9E8DF01F84,network_error,,1,国家市场监督管理总局/国家标准委,GB 15258-2009 化学品安全标签编写规定,KB-1019,,,0,"ConnectionError: ('Connection aborted.', RemoteDisconnected('Remote end closed connection without response'))"
https://openstd.samr.gov.cn/bzgk/gb/newGbInfo?hcno=AEC2B0CFFC2BF1B8C7CF1888B77E2FE4,network_error,,2,国家市场监督管理总局/国家标准委,GB 19489-2008 实验室生物安全通用要求,KB-1016;KB-1017,,,0,"ConnectionError: ('Connection aborted.', RemoteDisconnected('Remote end closed connection without response'))"
https://openstd.samr.gov.cn/bzgk/std/newGbInfo?hcno=6C80C3CF343258529DA8841981A036D1,network_error,,1,国家标准全文公开系统,GB/T 27476.1-2014 检测实验室安全 第1部分：总则,KB-PHASE4-0794,,,0,"ConnectionError: ('Connection aborted.', RemoteDisconnected('Remote end closed connection without response'))"
https://openstd.samr.gov.cn/bzgk/std/newGbInfo?hcno=8BFEEBBE490CBAC79543F0DAD96F2E2E,network_error,,1,国家标准全文公开系统,GB/T 27476.5-2014 检测实验室安全 第5部分：化学因素,KB-PHASE4-0795,,,0,"ConnectionError: ('Connection aborted.', RemoteDisconnected('Remote end closed connection without response'))"
https://openstd.samr.gov.cn/bzgk/std/newGbInfo?hcno=EB3B94B543F6E4CD18C044DE6AB64CEC,network_error,,8,国家标准全文公开系统,GB 19489-2008 实验室生物安全通用要求,KB-RECO-0336;KB-RECO-0337;KB-RECO-0338;KB-RECO-0339;KB-RECO-0340,,,0,"ConnectionError: ('Connection aborted.', RemoteDisconnected('Remote end closed connection without response'))"
https://ors.od.nih.gov/sr/dohs/Documents/biosafety-in-microbiological-and-biomedical-laboratories.PDF,open,200,67,NIH Office of Research Services,NIH-hosted BMBL 6th Edition,EXT-NIH-BMBL6-001-8e5950f728;EXT-NIH-BMBL6-002-c7d08cacca;EXT-NIH-BMBL6-003-e7567679d4;EXT-NIH-BMBL6-004-91d93a3cf8;EXT-NIH-BMBL6-005-6205d07f18,https://ors.od.nih.gov/sr/dohs/Documents/biosafety-in-microbiological-and-biomedical-laboratories.PDF,application/pdf,65536,
https://ors.od.nih.gov/sr/dohs/Documents/chemical-hygiene-plan.pdf,open,200,78,NIH Office of Research Services,NIH Chemical Hygiene Plan,EXT-NIH-CHP-001-e7ad81d810;EXT-NIH-CHP-002-15e9160e25;EXT-NIH-CHP-003-81f1816132;EXT-NIH-CHP-004-b331b8f845;EXT-NIH-CHP-005-ad53cafeb8,https://ors.od.nih.gov/sr/dohs/Documents/chemical-hygiene-plan.pdf,application/pdf,65536,
https://ors.od.nih.gov/sr/dohs/Documents/chemical-safety-guide.pdf,open,200,70,NIH ORS;NIH Office of Research Services,NIH Chemical Safety Guide,EXT-NIH-CSG-001-5ec75f56c1;EXT-NIH-CSG-002-c53e537afe;EXT-NIH-CSG-003-c816806a7e;EXT-NIH-CSG-004-c4b36451f2;EXT-NIH-CSG-005-e32828bdd2,https://ors.od.nih.gov/sr/dohs/Documents/chemical-safety-guide.pdf,application/pdf,65536,
https://ors.od.nih.gov/sr/dohs/Documents/chemical-segregation-and-storage.pdf,open,200,16,NIH Office of Research Services,NIH Chemical Segregation and Storage,EXT-NIH-SEG-001-3ad6b93fc7;EXT-NIH-SEG-002-365bd3c358;EXT-NIH-SEG-003-e34c52ceb7;EXT-NIH-SEG-004-b340a83b7d;EXT-NIH-SEG-005-c7ae80f95a,https://ors.od.nih.gov/sr/dohs/Documents/chemical-segregation-and-storage.pdf,application/pdf,65536,
https://ors.od.nih.gov/sr/dohs/Documents/compressed-gas-and-cryogen-safety-guidelines-document.pdf,open,200,25,NIH ORS;NIH Office of Research Services,NIH Compressed Gas and Cryogen Safety Guidelines,KB-MSDS-2014;EXT-NIH-GAS-CRYO-001-8978855e9e;EXT-NIH-GAS-CRYO-002-a140d3487d;EXT-NIH-GAS-CRYO-003-63943521d4;EXT-NIH-GAS-CRYO-004-736834e690,https://ors.od.nih.gov/sr/dohs/Documents/compressed-gas-and-cryogen-safety-guidelines-document.pdf,application/pdf,65536,
https://ors.od.nih.gov/sr/dohs/Documents/cryogen-fact-sheet.pdf,open,200,5,NIH Office of Research Services,NIH Fact Sheet on Cryogens,EXT-NIH-CRYOGEN-FS-001-1c6a38c68f;EXT-NIH-CRYOGEN-FS-002-a8343f0cbb;EXT-NIH-CRYOGEN-FS-003-89e8e0cfb2;EXT-NIH-CRYOGEN-FS-004-fbc3c68699;EXT-NIH-CRYOGEN-FS-005-e105a50995,https://ors.od.nih.gov/sr/dohs/Documents/cryogen-fact-sheet.pdf,application/pdf,65536,
https://ors.od.nih.gov/sr/dohs/Documents/exempt-toxin-program-requirements.pdf,open,200,7,NIH Office of Research Services,NIH Exempt Toxin Program Requirements,EXT-NIH-TOXIN-001-56c5e72605;EXT-NIH-TOXIN-002-acc84800b6;EXT-NIH-TOXIN-003-30b84cf528;EXT-NIH-TOXIN-004-970f2cb735;EXT-NIH-TOXIN-005-07943cf9b9,https://ors.od.nih.gov/sr/dohs/Documents/exempt-toxin-program-requirements.pdf,application/pdf,65536,
https://ors.od.nih.gov/sr/dohs/Documents/exposure-control-plan.pdf,open,200,50,NIH Office of Research Services,NIH Exposure Control Program,EXT-NIH-ECP-001-d4c264a8b4;EXT-NIH-ECP-002-42f5b697c7;EXT-NIH-ECP-003-cd1d76837f;EXT-NIH-ECP-004-a06d5591b4;EXT-NIH-ECP-005-c405bf3876,https://ors.od.nih.gov/sr/dohs/Documents/exposure-control-plan.pdf,application/pdf,65536,
https://ors.od.nih.gov/sr/dohs/Documents/fact-sheet-on-chemical-storage-cabinets.pdf,open,200,7,NIH / NFPA;NIH Office of Research Services,NIH Fact Sheet on Chemical Storage Cabinets; NFPA 30,KB-MSDS-2012;EXT-NIH-CABINET-001-fb3443f154;EXT-NIH-CABINET-002-b2e098578c;EXT-NIH-CABINET-003-46c1af2c05;EXT-NIH-CABINET-004-bb3274306a,https://ors.od.nih.gov/sr/dohs/Documents/fact-sheet-on-chemical-storage-cabinets.pdf,application/pdf,65536,
https://ors.od.nih.gov/sr/dohs/Documents/fact-sheet-on-compatible-chemical-storage.pdf,open,200,4,NIH / 国家市场监督管理总局;NIH Office of Research Services,NIH Fact Sheet on Compatible Chemical Storage; GB 15603-2022 危险化学品仓库储存通则,KB-MSDS-2011;EXT-NIH-COMPAT-STORAGE-001-38f97b0451;EXT-NIH-COMPAT-STORAGE-002-2e8bc406f2;EXT-NIH-COMPAT-STORAGE-003-02be6de653,https://ors.od.nih.gov/sr/dohs/Documents/fact-sheet-on-compatible-chemical-storage.pdf,application/pdf,65536,
https://ors.od.nih.gov/sr/dohs/Documents/how-to-safely-clean-cfh-web.pdf,open,200,8,NIH Office of Research Services,NIH How to Safely Clean Chemical Fume Hoods,EXT-NIH-FUME-HOOD-CLEAN-001-2651858b68;EXT-NIH-FUME-HOOD-CLEAN-002-69d018cfda;EXT-NIH-FUME-HOOD-CLEAN-003-76926d7022;EXT-NIH-FUME-HOOD-CLEAN-004-207ceac7c9;EXT-NIH-FUME-HOOD-CLEAN-005-92d25325f7,https://ors.od.nih.gov/sr/dohs/Documents/how-to-safely-clean-cfh-web.pdf,application/pdf,65536,
https://ors.od.nih.gov/sr/dohs/Documents/inactivation-method-review-process.pdf,open,200,7,NIH Office of Research Services,NIH SOP 900 Approval Process for Inactivation Methods for Infectious Material,EXT-NIH-INACTIVATION-001-ff9be9c0a3;EXT-NIH-INACTIVATION-002-18aa6dc36a;EXT-NIH-INACTIVATION-003-96741c3b7e;EXT-NIH-INACTIVATION-004-c41ac68c9c;EXT-NIH-INACTIVATION-005-9e2e0f4b82,https://ors.od.nih.gov/sr/dohs/Documents/inactivation-method-review-process.pdf,application/pdf,65536,
https://ors.od.nih.gov/sr/dohs/Documents/lab-specific-sop-template.pdf,open,200,13,NIH Office of Research Services,NIH Lab Specific SOP Template,EXT-NIH-LAB-SOP-TEMPLATE-001-db4b02f040;EXT-NIH-LAB-SOP-TEMPLATE-002-cfd7b4a7b6;EXT-NIH-LAB-SOP-TEMPLATE-003-6a3375a719;EXT-NIH-LAB-SOP-TEMPLATE-004-d5d0894a5e;EXT-NIH-LAB-SOP-TEMPLATE-005-a3d5300a7b,https://ors.od.nih.gov/sr/dohs/Documents/lab-specific-sop-template.pdf,application/pdf,65536,
https://ors.od.nih.gov/sr/dohs/Documents/laboratory-coat-selection-guidance.pdf,open,200,14,NIH / OSHA;NIH Office of Research Services,NIH Guidance for the Selection of Laboratory Coats; OSHA PPE Standard,KB-GEN-4002;KB-GEN-4005;EXT-NIH-LABCOAT-001-76b2395e9d;EXT-NIH-LABCOAT-002-424517c24f;EXT-NIH-LABCOAT-003-bcb758b2d7,https://ors.od.nih.gov/sr/dohs/Documents/laboratory-coat-selection-guidance.pdf,application/pdf,65536,
https://ors.od.nih.gov/sr/dohs/Documents/laser-safety-program.pdf,open,200,34,NIH ORS;NIH Office of Research Services,NIH Laser Safety Program,EXT-NIH-LASER-001-d294a42e18;EXT-NIH-LASER-002-b52cd56047;EXT-NIH-LASER-003-26c544f62b;EXT-NIH-LASER-004-7cdc16df0a;EXT-NIH-LASER-005-f81cbce2e3,https://ors.od.nih.gov/sr/dohs/Documents/laser-safety-program.pdf,application/pdf,65536,
https://ors.od.nih.gov/sr/dohs/Documents/managing-peroxide-formers-in-the-lab.pdf,open,200,12,NIH Office of Research Services;应急管理部化学品登记中心 / NIH;生态环境部 / NIH,化学品安全数据说明书（SDS）-乙醚; NIH Peroxide Former Guide,KB-MSDS-2010;KB-MSDS-2017;EXT-NIH-PEROXIDE-001-62d7150807;EXT-NIH-PEROXIDE-002-0ae2662a0b;EXT-NIH-PEROXIDE-003-7c1f16e61a,https://ors.od.nih.gov/sr/dohs/Documents/managing-peroxide-formers-in-the-lab.pdf,application/pdf,65536,
https://ors.od.nih.gov/sr/dohs/Documents/managing-pyrophoric-and-water-reactive-chemicals-in-the-laboratories.pdf,open,200,18,NIH Office of Research Services,NIH Managing Pyrophoric and Water Reactive Chemicals in the Laboratories,EXT-NIH-PYRO-001-2fef110f78;EXT-NIH-PYRO-002-f6af596632;EXT-NIH-PYRO-003-113de8a3d5;EXT-NIH-PYRO-004-84f830d32a;EXT-NIH-PYRO-005-6307f1e2f8,https://ors.od.nih.gov/sr/dohs/Documents/managing-pyrophoric-and-water-reactive-chemicals-in-the-laboratories.pdf,application/pdf,65536,
https://ors.od.nih.gov/sr/dohs/Documents/nih-dichloromethane-health-and-safety-plan.pdf,open,200,18,NIH Office of Research Services,NIH Dichloromethane Health and Safety Plan,EXT-NIH-DCM-PLAN-001-8b2c656be5;EXT-NIH-DCM-PLAN-002-071d3dfca0;EXT-NIH-DCM-PLAN-003-deb5024b23;EXT-NIH-DCM-PLAN-004-5c47fe9f36;EXT-NIH-DCM-PLAN-005-8512335470,https://ors.od.nih.gov/sr/dohs/Documents/nih-dichloromethane-health-and-safety-plan.pdf,application/pdf,65536,
